case,geometry_spec,target_geometry_file,L_mm,AR,channel_length_mm,x_points_mm,deltas_mm,inlet_height_mm,Uin_mps
channel_10,/home/hantianl/Documents/PIDIF/2d_geometry_specs/rand_channel/channel_10.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/rand_channel/channel_10.step,150,10,1500.0,"[0.0, 73.44561009812095, 363.0589926556459, 507.2778454355753, 796.0297500312683, 879.593775261879, 959.3646494079605, 1027.170859850649, 1213.3021671794595, 1340.464118227577, 1500.0]","[14.657779148722419, 41.0060931342273, -19.219839580615048, 38.232758638082444, -42.76264577523693, 4.96782380941422, 12.057760051297663, -35.4692336624322, -32.36943626424787, -7.279711261532654, 41.96087209288635]",179.31555829744485,0.1
channel_11,/home/hantianl/Documents/PIDIF/2d_geometry_specs/rand_channel/channel_11.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/rand_channel/channel_11.step,150,10,1500.0,"[0.0, 60.951852716321184, 227.06457928304295, 539.0220194355383, 606.8965195078915, 1045.510520816033, 1081.2460427638775, 1114.777324717021, 1321.1571842754533, 1412.4466568999287, 1500.0]","[2.769263153914814, 9.541423863000986, 33.096505839841, 9.279644160485311, -7.868558765368768, -11.323436093353557, -6.670612226384108, 13.673792302197675, 33.07415685770924, -4.149280613133023, -22.69443933437777]",155.5385263078296,0.1
channel_12,/home/hantianl/Documents/PIDIF/2d_geometry_specs/rand_channel/channel_12.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/rand_channel/channel_12.step,150,10,1500.0,"[0.0, 274.4980492217313, 426.8432687327988, 864.8792290762348, 947.486240684503, 991.5360603387286, 1107.5594761472823, 1154.401284055315, 1296.6882512390025, 1442.9738303373913, 1500.0]","[37.887342523870515, -30.102144953824965, -19.3751925895858, -31.174794432714723, -34.60589427011806, -43.0966785297204, -40.01441317521659, -29.282267615773257, -40.195626063554215, 8.202943449987409, 16.264307411955578]",225.77468504774106,0.1
channel_13,/home/hantianl/Documents/PIDIF/2d_geometry_specs/rand_channel/channel_13.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/rand_channel/channel_13.step,150,10,1500.0,"[0.0, 160.80356637041777, 354.9040046891212, 418.86167339931376, 1002.7861198173445, 1136.0198404339299, 1180.2544432865473, 1230.658526499454, 1354.391010443668, 1408.373272058707, 1500.0]","[-7.536381686712694, -40.56712920651654, -11.37472753863856, 2.1377653845873468, -35.84952873866556, 30.01126984097037, -40.323432018140615, 38.23576821162558, -36.07981725781121, 30.92174564379775, 36.23878295348554]",134.9272366265746,0.1
channel_14,/home/hantianl/Documents/PIDIF/2d_geometry_specs/rand_channel/channel_14.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/rand_channel/channel_14.step,150,10,1500.0,"[0.0, 239.60856749410365, 565.344939864117, 723.5320207834554, 913.8079806870107, 1045.565854841604, 1093.4280784291648, 1231.5693341134308, 1277.0513434087272, 1398.819075704678, 1500.0]","[-10.341945350968189, 12.56069441133991, -21.018301424923855, -32.420843014143884, -1.9910453378628787, -7.479956826460352, -24.068705352401366, -11.923937089638478, -12.024679515637736, -15.525399202870908, -10.848232824576392]",129.31610929806362,0.1
channel_15,/home/hantianl/Documents/PIDIF/2d_geometry_specs/rand_channel/channel_15.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/rand_channel/channel_15.step,150,10,1500.0,"[0.0, 97.0243772983354, 171.47262340417797, 331.805605280481, 407.19043619534045, 544.2356018576384, 645.7479256288468, 742.8104478127416, 1093.8063967038402, 1363.4263178430556, 1500.0]","[2.945004845916614, 11.962586634085866, -19.065994723578445, 21.140384607926165, -26.783586618685348, 17.53183159366484, 32.46471614933047, -33.11074464286105, 10.294176648772783, -36.44138265930589, 20.314406544428422]",155.89000969183326,0.1
channel_16,/home/hantianl/Documents/PIDIF/2d_geometry_specs/rand_channel/channel_16.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/rand_channel/channel_16.step,150,10,1500.0,"[0.0, 38.69884378017012, 224.59830225488207, 272.7914228172998, 758.9908358099324, 847.0727260450615, 995.0564930394446, 1123.4583718766091, 1220.7642793730486, 1395.6489202726161, 1500.0]","[8.106830582247824, -36.44557221920389, 10.454913002170919, -29.583782631649008, 5.845555032519769, 6.518746263046474, -3.0613362316895376, 2.036859796181048, 23.75310510059292, 26.932024486085993, -0.7062105982113778]",166.21366116449565,0.1
channel_17,/home/hantianl/Documents/PIDIF/2d_geometry_specs/rand_channel/channel_17.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/rand_channel/channel_17.step,150,10,1500.0,"[0.0, 238.03758390544849, 356.86207419903843, 402.06088873841577, 503.93264160233406, 572.7850052908366, 863.357031719399, 923.6054196707232, 1121.9707064582155, 1452.3110555977926, 1500.0]","[35.852989262538216, 23.6278932363587, -20.651855318084184, -12.222718400515141, -16.70040178161634, -30.81495162375003, -31.69949647120275, 39.25147170381696, -5.588636652112207, -10.501215950033114, 20.671713780964012]",221.70597852507643,0.1
channel_18,/home/hantianl/Documents/PIDIF/2d_geometry_specs/rand_channel/channel_18.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/rand_channel/channel_18.step,150,10,1500.0,"[0.0, 158.19496451811003, 602.8617230958167, 839.5603940451523, 915.9190714704528, 1009.0783633871213, 1143.5595947526585, 1245.1669500196394, 1306.073979650737, 1366.702870104353, 1500.0]","[12.33664955920868, -34.027048949839866, 7.9432199972298605, 16.74867285949039, -43.892758270025745, -4.111383434242811, 29.2859560076689, -18.41768771903191, -3.7306726381304003, -5.191728563889612, -17.82653477017576]",174.6732991184174,0.1
channel_19,/home/hantianl/Documents/PIDIF/2d_geometry_specs/rand_channel/channel_19.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/rand_channel/channel_19.step,150,10,1500.0,"[0.0, 97.20780354194693, 286.4639334751629, 368.5919065925003, 483.1296244544276, 792.4855833689812, 825.945181905461, 1205.6966787468455, 1239.8593825071762, 1458.3741404192149, 1500.0]","[-23.325474776296765, -32.12803123500285, 24.90911466229967, -27.16161955083919, 36.95744044177968, 14.06421353947411, -41.74535605547734, -44.51131492841696, -40.3507874687041, 9.53326598829549, 27.133362977347375]",103.34905044740646,0.1
channel_20,/home/hantianl/Documents/PIDIF/2d_geometry_specs/rand_channel/channel_20.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/rand_channel/channel_20.step,150,10,1500.0,"[0.0, 64.35027970700477, 229.51441916581007, 267.6263506459302, 448.6274302823894, 670.8979477926915, 915.3004555168596, 1162.970993036581, 1352.1037410423148, 1390.3038794368977, 1500.0]","[-33.75686886249213, 0.407789117368786, 22.066931549596006, 11.70106601187588, 31.601798978574152, -31.03083068030182, 21.115898274164536, -27.626265821798633, -20.63171238139798, 18.89142275531735, 43.218430640881365]",82.48626227501575,0.1
channel_21,/home/hantianl/Documents/PIDIF/2d_geometry_specs/rand_channel/channel_21.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/rand_channel/channel_21.step,150,10,1500.0,"[0.0, 88.89459001578928, 130.60366012866277, 331.62036354979034, 377.3506365904848, 936.8557792143597, 1048.5004494456969, 1122.5062982473582, 1177.2208645734336, 1297.6157281681424, 1500.0]","[-3.729542178735919, 25.56728535072672, 12.276750789699918, 6.517183496277362, -31.938277080145525, 40.14220082022855, -17.879163073675386, 7.021549422678795, 17.97983501301595, 13.430983972077797, 39.65349687259666]",142.54091564252815,0.1
channel_22,/home/hantianl/Documents/PIDIF/2d_geometry_specs/rand_channel/channel_22.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/rand_channel/channel_22.step,150,10,1500.0,"[0.0, 46.68944558913331, 673.3017549455741, 804.9158625054297, 893.6445108186552, 937.3947839875771, 973.1643492711653, 1009.7675763702998, 1126.1357453315954, 1238.8401341723365, 1500.0]","[12.116620567643672, -7.9370193072986766, -8.209520151417259, -25.41343259727342, 7.947562356810742, -16.46631798144859, -41.754614915037266, -7.343996025882568, -2.3280592418846737, -24.69664186162101, 6.52121398099041]",174.23324113528736,0.1
channel_23,/home/hantianl/Documents/PIDIF/2d_geometry_specs/rand_channel/channel_23.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/rand_channel/channel_23.step,150,10,1500.0,"[0.0, 37.62625980515742, 261.038960443896, 489.0110450279385, 532.8628088398096, 573.9422591788252, 1006.3410488946199, 1076.6754224763765, 1197.2597977470466, 1306.2965891055428, 1500.0]","[1.1465320146082405, 21.303511963399828, 34.77625980513369, 37.895147756567255, 0.32696326647892704, 1.8247603266512158, 26.988336968745287, -16.699437743021885, 30.364412611056167, -0.5272518134318886, -34.57289480982585]",152.29306402921645,0.1
channel_24,/home/hantianl/Documents/PIDIF/2d_geometry_specs/rand_channel/channel_24.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/rand_channel/channel_24.step,150,10,1500.0,"[0.0, 33.55633125461177, 346.0292313460376, 393.3479564922168, 458.8892529088495, 654.2449507762966, 751.8733446896192, 892.69165278658, 1036.0125206505354, 1070.387914130063, 1500.0]","[32.08932212171024, -11.496458412760667, -31.174839084542867, 9.075636715057279, -34.22946997215951, -12.157257502957272, 41.258626281087516, 44.59180253252734, 24.4894402219127, -17.013464107131043, 16.889854424948325]",214.17864424342048,0.1
channel_25,/home/hantianl/Documents/PIDIF/2d_geometry_specs/rand_channel/channel_25.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/rand_channel/channel_25.step,150,10,1500.0,"[0.0, 252.96201235400733, 483.1290273282237, 857.446712158733, 890.2974378283446, 993.1012914068015, 1067.0869387271919, 1161.1769848679344, 1273.5156555419328, 1353.7210614748692, 1500.0]","[44.128949789364526, -32.25637002881028, -4.657894807108406, -9.66845557422721, -37.79556447184335, 22.979715551527008, -5.959887540966633, -2.760575922863886, -31.439432356808382, -28.716601299221868, 36.63932599405935]",238.25789957872905,0.1
channel_26,/home/hantianl/Documents/PIDIF/2d_geometry_specs/rand_channel/channel_26.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/rand_channel/channel_26.step,150,10,1500.0,"[0.0, 35.755433716706435, 134.62350355556885, 279.4234632789052, 345.3640303343698, 597.3726500568981, 783.7776581045923, 836.6913789024331, 938.7581282041357, 1373.6490395224446, 1500.0]","[13.42341451208469, 15.318292981621944, 23.66127171355761, -39.77023664506974, -12.005245356064883, 3.557469173551084, -14.538916503240657, 31.00309859584678, -1.5684742271435468, 24.17648305134412, 31.68139651930521]",176.84682902416938,0.1
channel_27,/home/hantianl/Documents/PIDIF/2d_geometry_specs/rand_channel/channel_27.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/rand_channel/channel_27.step,150,10,1500.0,"[0.0, 268.08779854129966, 598.9993454904159, 737.630800000713, 929.6646628877022, 1002.5429676612736, 1044.5486569225686, 1144.607167861727, 1390.2171120814116, 1433.5363746267658, 1500.0]","[-14.502992795135555, -27.755729130357015, -42.76591813812847, 38.4714412653624, -4.661340456881568, -17.321843482129246, 8.862947240196291, -44.34169893362859, -19.978010405926756, 18.27301191290033, 12.039279576233668]",120.99401440972889,0.1
channel_28,/home/hantianl/Documents/PIDIF/2d_geometry_specs/rand_channel/channel_28.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/rand_channel/channel_28.step,150,10,1500.0,"[0.0, 143.09243807101893, 224.53783224520885, 365.48739392284955, 449.332263828637, 557.2011180652974, 733.6172310854579, 1098.1060885940688, 1169.0846748910926, 1461.4666732069604, 1500.0]","[20.917215269440888, -5.392017042536821, 4.779342217014772, 13.869216853412105, 42.28336050350124, 43.61202732884621, -19.059457906088525, 21.03781476941245, 22.49851841417417, -13.81564248182561, -33.85172026222011]",191.83443053888175,0.1
channel_29,/home/hantianl/Documents/PIDIF/2d_geometry_specs/rand_channel/channel_29.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/rand_channel/channel_29.step,150,10,1500.0,"[0.0, 31.727573081740317, 340.18576400740955, 444.0175382643439, 669.6263825905111, 986.2359635114096, 1126.0345487240024, 1189.9959203608275, 1264.9439991649595, 1302.007978708814, 1500.0]","[27.185380828715182, 38.22315004978998, 29.03247815556884, -41.67263455189432, -11.45678928239392, -40.61713749175338, -35.16459379968978, 15.77750658007357, 19.19323766805283, 24.634861447646372, 32.89108932500966]",204.37076165743036,0.1
channel_30,/home/hantianl/Documents/PIDIF/2d_geometry_specs/rand_channel/channel_30.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/rand_channel/channel_30.step,150,10,1500.0,"[0.0, 117.10062024640658, 293.3413945845865, 323.8363413121265, 390.43042761519723, 597.9401033452538, 629.9188405642561, 825.821347869484, 1012.9675871530575, 1058.3727465984882, 1500.0]","[35.60713932453271, 15.445152797027283, -23.61074729754624, 31.750301666872133, -13.677171893143711, 31.80102040296535, -18.0950713992985, 8.128822579483412, -9.27539390269493, -20.265745432043968, 34.79018059546823]",221.21427864906542,0.1
channel_31,/home/hantianl/Documents/PIDIF/2d_geometry_specs/rand_channel/channel_31.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/rand_channel/channel_31.step,150,10,1500.0,"[0.0, 160.5231174576156, 192.24275200790973, 226.64440062821868, 331.83745858411953, 546.8423249296693, 691.5227284586172, 746.1455228871495, 975.467309357341, 1419.6019149493047, 1500.0]","[37.37688842569993, -0.27750634826855247, -32.90697780182447, -12.115938312077986, -38.95499980370098, -26.82188660800966, -43.4098097100079, -4.204807514985291, 12.108623845661747, -14.103678385898302, -7.165640564525063]",224.75377685139983,0.1
channel_32,/home/hantianl/Documents/PIDIF/2d_geometry_specs/rand_channel/channel_32.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/rand_channel/channel_32.step,150,10,1500.0,"[0.0, 178.90517945401328, 258.4615566660802, 425.5576610726679, 566.861933343515, 708.169181112723, 773.0288539318094, 884.8474660145314, 1192.9294304060736, 1353.0103831425158, 1500.0]","[8.167031474738948, 13.809528810854566, -18.055503763665698, -23.27651445360034, -15.975688754820126, -31.010259232491975, 33.68829287617267, -19.507776007489735, 5.534045497294613, 26.27769826272366, 25.544169843814217]",166.33406294947793,0.1
channel_33,/home/hantianl/Documents/PIDIF/2d_geometry_specs/rand_channel/channel_33.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/rand_channel/channel_33.step,150,10,1500.0,"[0.0, 42.103495606366124, 162.39033209575393, 245.64121320883004, 627.5728092506865, 892.4876952303455, 971.8464214496405, 1045.6332364550633, 1083.872607032343, 1227.3350658213405, 1500.0]","[1.145885787010016, -6.032475641900952, -41.774152372365315, 41.379707009629826, -35.729758428285706, -41.30288160256377, -22.85400496455554, -39.102260947345584, -4.039394182941386, 1.4479021131401169, -16.868704587427448]",152.29177157402,0.1
channel_34,/home/hantianl/Documents/PIDIF/2d_geometry_specs/rand_channel/channel_34.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/rand_channel/channel_34.step,150,10,1500.0,"[0.0, 50.41759015726364, 218.26091014234274, 322.61199213876773, 389.8599509679759, 936.3124106877717, 1113.8155459658126, 1173.8743481135236, 1379.5914024626845, 1469.6612261965026, 1500.0]","[-34.91366661011722, 32.648810736679025, -44.889024373928265, 0.7350620231587612, -0.9448194143512723, -15.021525509042597, -6.180568186819535, 25.25230237739258, 30.708333559346073, -21.568631092627495, -15.975860312904317]",80.17266677976556,0.1
channel_35,/home/hantianl/Documents/PIDIF/2d_geometry_specs/rand_channel/channel_35.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/rand_channel/channel_35.step,150,10,1500.0,"[0.0, 102.06170816456086, 396.62686021382876, 493.13870402596325, 606.3001211322354, 964.4408200029541, 1040.0312564478472, 1075.175931516891, 1344.8534251315227, 1453.696072686748, 1500.0]","[-40.73633819950663, -32.56151655253223, 37.69408741776145, -44.16661963609889, -28.051022266978336, -42.18448383885199, -35.043347919401704, 10.813435796546663, -23.25249821348228, 6.229084538760915, 8.117584448951355]",68.52732360098673,0.1
channel_36,/home/hantianl/Documents/PIDIF/2d_geometry_specs/rand_channel/channel_36.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/rand_channel/channel_36.step,150,10,1500.0,"[0.0, 358.51475902377314, 389.1588736484732, 433.39117629651275, 511.66593997852306, 546.262152478819, 846.7807042893185, 1097.4438654109313, 1172.3967093885399, 1333.7545849151836, 1500.0]","[9.308200889998936, 43.61845802558793, -12.461752922472058, 28.184341123810157, -16.344079395438634, 26.929217001734187, 9.066052697637822, -25.52798742971387, -7.737651558968729, -16.41279290727945, -37.970244622767254]",168.6164017799979,0.1
channel_37,/home/hantianl/Documents/PIDIF/2d_geometry_specs/rand_channel/channel_37.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/rand_channel/channel_37.step,150,10,1500.0,"[0.0, 30.958881989999583, 88.9660288514003, 120.61488325616321, 173.18628450041552, 501.3760059531017, 754.4108321818549, 1001.2112616753774, 1067.3169438345453, 1366.363775603979, 1500.0]","[-33.65762924280361, -32.06532046900193, 17.378588423673136, -29.435045720212976, 0.6563431423838963, 44.25970283358396, -44.63931557399945, -43.507817829219874, 44.37761237374559, 7.617495072074895, -33.57810220333382]",82.68474151439278,0.1
channel_38,/home/hantianl/Documents/PIDIF/2d_geometry_specs/rand_channel/channel_38.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/rand_channel/channel_38.step,150,10,1500.0,"[0.0, 406.8125825242336, 652.2489695617866, 843.2277788635206, 933.1677608949662, 987.3047235261843, 1028.1776524791053, 1259.1306196761893, 1303.8484333378622, 1362.469096560293, 1500.0]","[-43.365551047707235, 8.614239721715464, -24.184751428183297, 33.64996481134213, -22.170194409435435, 9.969311991187645, 4.818675608065028, -9.3450149946676, 15.985868723981469, 20.319267124389043, 6.024401578744815]",63.26889790458552,0.1
channel_39,/home/hantianl/Documents/PIDIF/2d_geometry_specs/rand_channel/channel_39.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/rand_channel/channel_39.step,150,10,1500.0,"[0.0, 154.9785320166842, 336.01646230117, 535.4366525575315, 740.6788080710056, 772.749532369651, 926.9620857795067, 1060.252365076634, 1308.051670277577, 1351.3682030704333, 1500.0]","[-9.449348396349919, 16.432343838829837, -31.556325926866432, 41.53946665869293, -28.94024143603522, -27.041220639045868, 32.30845745019424, 37.132446972773806, -25.906733322902873, -2.717920064265492, 21.014541410654687]",131.10130320730013,0.1
channel_40,/home/hantianl/Documents/PIDIF/2d_geometry_specs/rand_channel/channel_40.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/rand_channel/channel_40.step,150,10,1500.0,"[0.0, 210.77003924546327, 249.19165918231633, 410.6817497649196, 696.2255854048649, 806.5418392143533, 1007.4224217679933, 1075.5027505915555, 1123.011441214609, 1406.1562766129678, 1500.0]","[26.82876922364997, -36.012377055534344, -26.604236962671372, 21.92403285968868, -42.91739148762482, 43.13021703365517, -11.056978767988738, 19.738128032174117, 34.8813979639239, -9.4833100664926, -16.278076026030057]",203.65753844729994,0.1
channel_41,/home/hantianl/Documents/PIDIF/2d_geometry_specs/rand_channel/channel_41.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/rand_channel/channel_41.step,150,10,1500.0,"[0.0, 292.3186645915127, 343.9137319317025, 454.5905243539521, 560.5992147741389, 1012.3887515385142, 1250.8142544966295, 1307.4470524676033, 1357.6388445440853, 1443.5570307462679, 1500.0]","[-30.34156495009006, 16.610586605430953, -14.447002121198757, 40.940855267022684, -23.076292917725333, -36.096794540565995, 22.815410670023212, 34.29324467260831, -19.96979788156609, -26.812070851906984, -28.281047861602154]",89.31687009981988,0.1
channel_42,/home/hantianl/Documents/PIDIF/2d_geometry_specs/rand_channel/channel_42.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/rand_channel/channel_42.step,150,10,1500.0,"[0.0, 73.6901959535384, 267.0270077323766, 385.42649269500987, 416.00563099257937, 477.4473835246515, 665.0629859760711, 1224.9515737594156, 1294.4314463987755, 1382.9967592423668, 1500.0]","[-18.470344538291155, 23.832319734651094, 33.90397175381574, 36.147766820979456, 43.61117474256787, 43.413001479407924, 40.76992194911833, -38.536007354740406, -32.59858176649753, -17.59801261715704, 4.760842865801536]",113.05931092341768,0.1
channel_43,/home/hantianl/Documents/PIDIF/2d_geometry_specs/rand_channel/channel_43.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/rand_channel/channel_43.step,150,10,1500.0,"[0.0, 43.07228488656956, 180.57725679973316, 403.05171757825644, 620.8321338632933, 705.1499871892936, 846.040851372275, 907.9127047874823, 975.5510920792495, 1061.333995427743, 1500.0]","[-18.357042338097685, -11.587262662055053, -8.563053201611957, 23.401347456963137, 24.511768890711124, -26.386782523737146, 39.73849710642891, -34.14101963006823, 35.65098741812673, -35.96439189151717, -21.191416996382003]",113.28591532380462,0.1
channel_44,/home/hantianl/Documents/PIDIF/2d_geometry_specs/rand_channel/channel_44.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/rand_channel/channel_44.step,150,10,1500.0,"[0.0, 310.027036327224, 360.7242544303307, 497.4210588598518, 539.586846214852, 615.5994254905926, 756.7866102185483, 829.9824643423481, 1236.4855569244846, 1377.9066826967905, 1500.0]","[-22.643423652091364, -22.968314860486913, -30.48713434332683, 39.60171097267633, 34.91899457450219, 24.962284199492302, 1.5895369158956143, -0.8452876039315314, 2.6771099564248146, 3.2911212219380346, -5.889322377207868]",104.71315269581726,0.1
