case,geometry_spec,target_geometry_file,L_mm,AR,channel_length_mm,x_points_mm,deltas_mm,inlet_height_mm,Uin_mps
channel_110,/home/hantianl/Documents/PIDIF/2d_geometry_specs/channel_water/channel_110.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/channel_water/channel_110.step,0.1,10,1.0,"[0.0, 0.0327526158399047, 0.14814132666456167, 0.22018514921724539, 0.2506527537056535, 0.29554984211000185, 0.6315740533428644, 0.6882061934525228, 0.7316705304791477, 0.792046434419142, 1.0]","[0.0, 7.411862023422831e-06, -0.0035610249744874927, -0.004860637122917986, -0.002703439700011448, -0.0036817778221347906, 0.001776586736128575, -0.0037816749537146893, 6.329931620633038e-05, 0.0019426243564288652, 0.0]",0.1,1.0
channel_111,/home/hantianl/Documents/PIDIF/2d_geometry_specs/channel_water/channel_111.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/channel_water/channel_111.step,0.1,10,1.0,"[0.0, 0.2489787912111831, 0.29215412644415956, 0.4506405502312623, 0.53156868997018, 0.6895955727238806, 0.7381684075475468, 0.7847178492648725, 0.8248849409208292, 0.9281705796662857, 1.0]","[0.0, -0.00011415954648466651, 0.0016286421276358242, 0.0045562325704697, -0.00213553773117945, 0.004248084293120272, -0.004751405086137438, 0.0005519804232682465, 0.001339751116810851, -0.003941025962492468, 0.0]",0.1,1.0
channel_112,/home/hantianl/Documents/PIDIF/2d_geometry_specs/channel_water/channel_112.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/channel_water/channel_112.step,0.1,10,1.0,"[0.0, 0.035338267774552345, 0.10080489428117352, 0.25041323021709877, 0.2912668031357608, 0.4029717067042734, 0.6129383653101044, 0.658456018687933, 0.9537565620822985, 0.9776208259201428, 1.0]","[0.0, 0.003294286148827364, 0.0029681708832516186, -0.0026735925803356634, 0.0003076959059905345, 0.0010601582070001092, 0.003677389537760112, 0.0010310715733872567, -0.000874284307263197, -0.0012581595659281733, 0.0]",0.1,1.0
channel_113,/home/hantianl/Documents/PIDIF/2d_geometry_specs/channel_water/channel_113.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/channel_water/channel_113.step,0.1,10,1.0,"[0.0, 0.0389636494304398, 0.16627682878094885, 0.3531498894521186, 0.581256579782733, 0.6247970656153841, 0.7247539251824607, 0.7847638130580001, 0.9382015811029716, 0.9754053643347603, 1.0]","[0.0, 0.0009443366375645182, -0.003538267558073018, 0.0032466419045634135, -0.001896653260759256, -0.003561280670288574, 0.004209704724874502, -0.003344682772647219, -0.0021527991766206447, -0.003463866048079414, 0.0]",0.1,1.0
channel_114,/home/hantianl/Documents/PIDIF/2d_geometry_specs/channel_water/channel_114.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/channel_water/channel_114.step,0.1,10,1.0,"[0.0, 0.0752020173882896, 0.10499360269359934, 0.13777964245324148, 0.15898956913118925, 0.35425944376708407, 0.41280514307438165, 0.5079568640193503, 0.6222389290247529, 0.6617489264480894, 1.0]","[0.0, 0.0035113162682220613, -0.004565249379872081, -0.0031850159040347596, -0.0026325512889560404, -0.0025061242416778823, 0.0007123265174277275, -0.0008373757429680773, -0.004507458800724061, -0.0012638586154042845, 0.0]",0.1,1.0
channel_115,/home/hantianl/Documents/PIDIF/2d_geometry_specs/channel_water/channel_115.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/channel_water/channel_115.step,0.1,10,1.0,"[0.0, 0.12144808027452236, 0.14626376370797167, 0.2289694750242042, 0.2522308977929745, 0.44529354109019964, 0.4817199879215092, 0.517557491397075, 0.6080015319573405, 0.7740045663725663, 1.0]","[0.0, 0.0027947754077132896, 0.001424832759955477, 0.0027899635457812903, -0.00365447791586853, 0.00036068035947637266, 0.0001422287019041445, 0.0035757214412255756, -0.0003720063440648411, -0.0011491050389964654, 0.0]",0.1,1.0
channel_116,/home/hantianl/Documents/PIDIF/2d_geometry_specs/channel_water/channel_116.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/channel_water/channel_116.step,0.1,10,1.0,"[0.0, 0.11658405718168235, 0.25929627105288877, 0.31081121138666196, 0.38767308672678963, 0.46516675843545774, 0.5004572141444683, 0.5598508207509457, 0.7194016195457568, 0.9019420538717731, 1.0]","[0.0, 0.0018574334545594547, -0.0020312352542871475, 0.004488579267153405, 0.004163480195381779, -0.0001908957169992143, -0.0017163879499531125, 0.00035434789830003123, 0.0034856048877362454, 0.0015258734056010203, 0.0]",0.1,1.0
channel_117,/home/hantianl/Documents/PIDIF/2d_geometry_specs/channel_water/channel_117.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/channel_water/channel_117.step,0.1,10,1.0,"[0.0, 0.09967548129156031, 0.2193091018215512, 0.2516678360026397, 0.31038050423120594, 0.439183927775232, 0.5446276896504049, 0.5843985814064121, 0.8638042945244037, 0.8870098259854512, 1.0]","[0.0, -0.004049042517700655, 0.0022571562827142693, -0.004155067811764799, 0.0043593982270062615, -0.0036259206996219788, 0.004588802459090805, 0.0030088417608509672, 0.0009368200446635416, 0.0028262410462954694, 0.0]",0.1,1.0
channel_118,/home/hantianl/Documents/PIDIF/2d_geometry_specs/channel_water/channel_118.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/channel_water/channel_118.step,0.1,10,1.0,"[0.0, 0.05837621946948344, 0.16098597816285284, 0.22337918641967786, 0.4003804570787205, 0.423877602428332, 0.7508716393056694, 0.818296250693749, 0.8551867475593828, 0.9087892373259608, 1.0]","[0.0, 0.0002263177551312277, 0.00263923390006588, 0.0029924471651206676, -7.846784424570853e-05, 0.000995934415226123, 0.004312362356901019, -0.0038026641149887727, -0.0038289643409988956, -0.004122909880892317, 0.0]",0.1,1.0
channel_119,/home/hantianl/Documents/PIDIF/2d_geometry_specs/channel_water/channel_119.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/channel_water/channel_119.step,0.1,10,1.0,"[0.0, 0.16196921283795235, 0.1984496458526752, 0.31018123946258813, 0.49381769551368043, 0.5234552822766795, 0.6118064313491145, 0.8196064266581824, 0.8767564619169798, 0.9321907096369036, 1.0]","[0.0, -0.0034238835137500043, -0.0035221662745780844, 0.004361274633757441, -0.0006209596280124675, -0.001166801772225902, 0.0022968570867737794, 0.0005299306525289992, 0.004361399868384623, 0.002803014939093923, 0.0]",0.1,1.0
channel_120,/home/hantianl/Documents/PIDIF/2d_geometry_specs/channel_water/channel_120.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/channel_water/channel_120.step,0.1,10,1.0,"[0.0, 0.060520134323965906, 0.13572496617866575, 0.24704753542337046, 0.3296364576090256, 0.37665096841393025, 0.42342236967692704, 0.5337099665436885, 0.8448885580092079, 0.8808666055329167, 1.0]","[0.0, 0.0018609636510544883, -0.004876973141113973, -0.0004568203815825348, 0.003253995111963212, -0.0020464097465591018, -0.0004145191820144889, -0.0005768587293210684, -0.0019807260855750847, 0.004184418955155544, 0.0]",0.1,1.0
channel_121,/home/hantianl/Documents/PIDIF/2d_geometry_specs/channel_water/channel_121.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/channel_water/channel_121.step,0.1,10,1.0,"[0.0, 0.1265435513473011, 0.1814175582868569, 0.2579739287548757, 0.4648651709649471, 0.4871796684632039, 0.7411660561654669, 0.7639509363582633, 0.9100687303656148, 0.9378465180571864, 1.0]","[0.0, -0.0035697812483336507, 0.0027676794069221864, -0.0030179577278710216, 0.004106382271308854, 0.0015626903932749016, -0.004638372895053039, -0.004945701658712997, -0.004483420829856011, 0.0010592517764772772, 0.0]",0.1,1.0
channel_122,/home/hantianl/Documents/PIDIF/2d_geometry_specs/channel_water/channel_122.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/channel_water/channel_122.step,0.1,10,1.0,"[0.0, 0.29798955131289195, 0.33399521303691815, 0.41697552969953844, 0.44075531933463724, 0.5311149269197556, 0.640704207968486, 0.7606059857905794, 0.882030516261496, 0.9761791099707662, 1.0]","[0.0, -0.002982178892809447, -0.0037507632069435698, 4.5309901929865316e-05, 0.002451881283288446, 0.0013001184457639868, 0.00351131099761935, -0.003447870075589092, 0.002346210919351616, -0.0030695850913109593, 0.0]",0.1,1.0
channel_123,/home/hantianl/Documents/PIDIF/2d_geometry_specs/channel_water/channel_123.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/channel_water/channel_123.step,0.1,10,1.0,"[0.0, 0.1361436907589387, 0.17127899333856259, 0.2838912774461172, 0.34107423945361176, 0.3684667335525323, 0.4964377302816031, 0.5263690014676806, 0.8806708379466873, 0.952217010023144, 1.0]","[0.0, -0.00408278994175802, -0.003164667711196811, 0.004800271795541926, -0.00041439357541510173, 0.0028408094834140793, 0.0013640834210777684, 0.0007241314995863734, -0.0035486974533495037, 0.0044602445355809515, 0.0]",0.1,1.0
channel_124,/home/hantianl/Documents/PIDIF/2d_geometry_specs/channel_water/channel_124.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/channel_water/channel_124.step,0.1,10,1.0,"[0.0, 0.05488029098876623, 0.3685386529132641, 0.4153334185131908, 0.4807515187441288, 0.5997480404202442, 0.626112114509051, 0.8736142756060454, 0.9323621001233541, 0.9747567007710953, 1.0]","[0.0, -0.0036590539012723473, -0.002219244542187427, -0.0019529539623916875, -0.0007209678631865, 0.001109875470366283, 0.0013462911741826305, -0.0008818910341442977, -0.0009121689057130294, -0.002823714733030381, 0.0]",0.1,1.0
channel_125,/home/hantianl/Documents/PIDIF/2d_geometry_specs/channel_water/channel_125.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/channel_water/channel_125.step,0.1,10,1.0,"[0.0, 0.1493283230448159, 0.27629237637238047, 0.3034656092060983, 0.3593667852662315, 0.4140048154538027, 0.44427319290354467, 0.5253856438888064, 0.5533101282810382, 0.7742862249037337, 1.0]","[0.0, 0.001524330565210316, -0.0018378584817595692, 0.002874322219859539, 0.0004914438359967946, -0.0006858180482010989, 0.0012601248094105712, -0.0013934266554974577, 0.00012739244606758265, 0.0023670568848222035, 0.0]",0.1,1.0
channel_126,/home/hantianl/Documents/PIDIF/2d_geometry_specs/channel_water/channel_126.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/channel_water/channel_126.step,0.1,10,1.0,"[0.0, 0.03659682174293789, 0.14750838036897113, 0.20534470728324888, 0.2882782381270949, 0.673165346422177, 0.7408088006160489, 0.8646138772739672, 0.9409766667936417, 0.9782711349714922, 1.0]","[0.0, 0.0034199321103946315, -0.004444320830931222, -0.002193885638663441, -0.0016586995949845421, -0.0032700555480840625, -0.0018610663019801082, 0.002426925667250857, -0.004853171564399294, 0.0032717342452068653, 0.0]",0.1,1.0
channel_127,/home/hantianl/Documents/PIDIF/2d_geometry_specs/channel_water/channel_127.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/channel_water/channel_127.step,0.1,10,1.0,"[0.0, 0.24373680888134447, 0.3014990118796011, 0.3442843474395472, 0.4895438314018586, 0.5391196353395945, 0.6128174770417566, 0.7469409097388737, 0.7907027971229414, 0.9169328391993724, 1.0]","[0.0, -0.0011215830483635027, 0.0014088863458615944, -0.004892723550243239, -0.002909423413977586, 0.00025088302967261195, -0.003362486957417042, -0.003340931321234664, 0.00336304290550238, 0.004891330026836055, 0.0]",0.1,1.0
channel_128,/home/hantianl/Documents/PIDIF/2d_geometry_specs/channel_water/channel_128.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/channel_water/channel_128.step,0.1,10,1.0,"[0.0, 0.16548287837992248, 0.24679164027235292, 0.3030832487885043, 0.38076131261129575, 0.46768213160825867, 0.515552421360969, 0.6353126388723509, 0.7762143095636695, 0.9563844207386146, 1.0]","[0.0, -0.003190733477691319, 0.004071036221562151, -0.004553509110257212, -0.002671477150562938, -0.002079406696854717, -9.802457598413576e-05, 0.000864451730147959, -6.71002414933345e-05, -0.00415884665443118, 0.0]",0.1,1.0
channel_129,/home/hantianl/Documents/PIDIF/2d_geometry_specs/channel_water/channel_129.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/channel_water/channel_129.step,0.1,10,1.0,"[0.0, 0.06407776520555122, 0.3317188298557152, 0.4106494053903425, 0.5356697798943547, 0.7383839452639496, 0.8021744881326098, 0.8293432635909337, 0.8676663588787588, 0.9366599653389384, 1.0]","[0.0, 0.0034447887328718663, -0.0001742749141270608, 0.0026862758945937924, 0.003520155168811691, 4.7914829034980885e-05, 0.0040955224387135, 0.0008712394053698056, 0.0035027429883372173, -0.0015940920440847576, 0.0]",0.1,1.0
channel_130,/home/hantianl/Documents/PIDIF/2d_geometry_specs/channel_water/channel_130.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/channel_water/channel_130.step,0.1,10,1.0,"[0.0, 0.030751084495763997, 0.11348842130011876, 0.32656694248972434, 0.3584943307412273, 0.4111474761689837, 0.5055499951325295, 0.568358183442298, 0.592352203199688, 0.9220771824714566, 1.0]","[0.0, -0.0019246492757921388, 0.0009847719155773663, -0.004926855437069845, -0.002219778933991862, 0.002030334656988926, 0.0013376977306926302, 0.004818059475425355, 0.0012035770965804406, -0.00022494126372267238, 0.0]",0.1,1.0
channel_131,/home/hantianl/Documents/PIDIF/2d_geometry_specs/channel_water/channel_131.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/channel_water/channel_131.step,0.1,10,1.0,"[0.0, 0.05870514320514018, 0.13467937361415774, 0.25992722047312433, 0.5203668232253815, 0.5698233351223492, 0.7784305847458635, 0.8045645699540876, 0.8743014824409372, 0.9327612588579178, 1.0]","[0.0, 0.0015410240948235676, 0.004698151167055695, 0.004845780814316247, -0.002117717545120948, 0.002337534974379162, 0.002499835379352687, -0.0015350713868695124, -0.0037613022513577907, -0.004590530397142804, 0.0]",0.1,1.0
channel_132,/home/hantianl/Documents/PIDIF/2d_geometry_specs/channel_water/channel_132.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/channel_water/channel_132.step,0.1,10,1.0,"[0.0, 0.19382097700513046, 0.25990872573574086, 0.40201294654745673, 0.6009222370556323, 0.6894614216707063, 0.7306610092235934, 0.778718790344219, 0.8031283134463238, 0.9279933819610271, 1.0]","[0.0, 0.004247016672198888, 0.003225830906174317, -0.0046302927279882585, -0.0012729765869326582, -0.004513015276861488, -0.003907177088854421, 0.0017530562866748412, 0.0021325819631169826, 0.0027372068275162637, 0.0]",0.1,1.0
channel_133,/home/hantianl/Documents/PIDIF/2d_geometry_specs/channel_water/channel_133.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/channel_water/channel_133.step,0.1,10,1.0,"[0.0, 0.3371401896455911, 0.41048727597676127, 0.5200563191326614, 0.5403594623907543, 0.5827724816746296, 0.711492993296704, 0.7327049234178695, 0.8543163167091212, 0.970564701278178, 1.0]","[0.0, -0.0009864444244661206, 0.0039563488138369685, 0.0017161280885585875, -0.0026234163663940275, 0.0035278112963191277, -0.0015196857659048571, 0.003533446711440595, -0.002010563488810945, 0.0009032025088314905, 0.0]",0.1,1.0
channel_134,/home/hantianl/Documents/PIDIF/2d_geometry_specs/channel_water/channel_134.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/channel_water/channel_134.step,0.1,10,1.0,"[0.0, 0.05873434380351196, 0.15522159915954836, 0.3409154236486942, 0.487285101725441, 0.50895001495126, 0.5332115965774882, 0.6260118997925792, 0.8251296366203905, 0.9561607394468346, 1.0]","[0.0, 0.0007487192962303355, 0.004975800372629173, 0.0020088101012065854, 0.0009521284041337178, -0.00107630907078206, 0.004152987602855549, -3.083403869650562e-05, -0.0036563308668693855, -0.0013462153680086656, 0.0]",0.1,1.0
channel_135,/home/hantianl/Documents/PIDIF/2d_geometry_specs/channel_water/channel_135.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/channel_water/channel_135.step,0.1,10,1.0,"[0.0, 0.059236360851086425, 0.1014755639390312, 0.12804108422150362, 0.18505391767003582, 0.44325919152327564, 0.5059007805986597, 0.5555301957581494, 0.7461403526303665, 0.8229202532434317, 1.0]","[0.0, -0.002154591248881748, 0.003969967987729953, -0.0026490288311934057, -0.0017465726948332296, 0.0040906481442294865, 0.00029542055285072377, 0.0024231794941797676, 0.0009074479416376615, 0.0015343920900949522, 0.0]",0.1,1.0
channel_136,/home/hantianl/Documents/PIDIF/2d_geometry_specs/channel_water/channel_136.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/channel_water/channel_136.step,0.1,10,1.0,"[0.0, 0.18322515639607428, 0.24320464815520332, 0.3421446185052829, 0.4001937460819376, 0.6637533044338181, 0.7062251164201129, 0.7468645017261916, 0.8149079477604482, 0.940846623614794, 1.0]","[0.0, -0.00023742691413274324, 0.004947017489350249, 0.001745974769790241, 0.0031463844311788274, 0.004025539692192321, 0.002875898362293393, -0.003148206550464325, 0.000621707337375722, -0.003981058426854552, 0.0]",0.1,1.0
channel_137,/home/hantianl/Documents/PIDIF/2d_geometry_specs/channel_water/channel_137.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/channel_water/channel_137.step,0.1,10,1.0,"[0.0, 0.09833630131773749, 0.28587606386086806, 0.33716612695916864, 0.4322324910211867, 0.45322584009638267, 0.8242081872556177, 0.8492528211962486, 0.9410824260523368, 0.9636717639365903, 1.0]","[0.0, 0.0001608780125711244, -0.0018743005097141613, -0.004490395174251141, -0.0038839963175077334, -0.0011549562201007193, -0.0043947154917346395, 0.0019818972560991348, -0.002929794584751881, -0.0019792843121636153, 0.0]",0.1,1.0
channel_138,/home/hantianl/Documents/PIDIF/2d_geometry_specs/channel_water/channel_138.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/channel_water/channel_138.step,0.1,10,1.0,"[0.0, 0.12519371113743136, 0.18115474923550637, 0.20135755751588663, 0.24155850499181747, 0.4809436197110379, 0.5012623177858851, 0.6088734274164802, 0.7574497241287157, 0.8322570172898622, 1.0]","[0.0, 0.0028058113752658436, 0.0034120370621495647, -0.0023965145658475, -0.0017750955903227022, -0.0025751714697166733, -0.00020136599448934873, 0.0018325835765881293, -0.002717471245365795, -0.0016926425794513335, 0.0]",0.1,1.0
channel_139,/home/hantianl/Documents/PIDIF/2d_geometry_specs/channel_water/channel_139.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/channel_water/channel_139.step,0.1,10,1.0,"[0.0, 0.07503896958577974, 0.10124986899219553, 0.410600077284165, 0.5257827168734923, 0.5654656027920661, 0.5975516154777266, 0.7095407387983627, 0.9456978350161055, 0.969972718173621, 1.0]","[0.0, -0.004687164870983555, -0.003893705324377968, 0.001201492866282963, -0.002583610912609143, 0.0006921205043067683, 0.000901953827661262, 0.0034943533308977905, -0.004952586070881262, 0.0035336945934236683, 0.0]",0.1,1.0
channel_140,/home/hantianl/Documents/PIDIF/2d_geometry_specs/channel_water/channel_140.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/channel_water/channel_140.step,0.1,10,1.0,"[0.0, 0.05608184371535827, 0.07951717531450714, 0.30170994362771325, 0.48663946551564696, 0.5402384179961828, 0.6584187916331039, 0.7802522424689575, 0.8373615157912394, 0.8813808213064708, 1.0]","[0.0, -0.001816008821715404, 0.002992135222414911, 0.0010073391886264247, -0.002836443047745986, -0.0008597390621076367, -0.0018236436563643836, -0.004218916069196362, -0.004701652299003026, -0.0015352134459281912, 0.0]",0.1,1.0
channel_141,/home/hantianl/Documents/PIDIF/2d_geometry_specs/channel_water/channel_141.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/channel_water/channel_141.step,0.1,10,1.0,"[0.0, 0.021100388195995138, 0.056163757905594525, 0.2751652274748829, 0.44401092868962183, 0.608696009926768, 0.6527916889276155, 0.8523442055074792, 0.9415074243298727, 0.9642105573031705, 1.0]","[0.0, 0.0019309542692970156, -0.00327056063557922, 7.292701582043305e-05, 0.004917744759287109, -0.004959923952666606, -0.004834201981024432, 0.004930845819305066, 0.0008463883413416555, -0.0037309002448148694, 0.0]",0.1,1.0
channel_142,/home/hantianl/Documents/PIDIF/2d_geometry_specs/channel_water/channel_142.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/channel_water/channel_142.step,0.1,10,1.0,"[0.0, 0.27120838834948907, 0.43483264637452435, 0.5621518525756803, 0.6221118405966442, 0.6582031490174561, 0.6854517683194035, 0.8394204131174596, 0.8692322888919082, 0.9083127310401955, 1.0]","[0.0, -0.004818394560856361, 0.0009571377468572742, -0.002687194603131478, 0.003738884979038015, -0.0024633549343817157, 0.0011077013323541832, 0.0005354084008961152, -0.0010383349994075109, 0.001776207635997941, 0.0]",0.1,1.0
channel_143,/home/hantianl/Documents/PIDIF/2d_geometry_specs/channel_water/channel_143.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/channel_water/channel_143.step,0.1,10,1.0,"[0.0, 0.040200019970673406, 0.13855908038024295, 0.24063849551539918, 0.3598323713029634, 0.49109876164968835, 0.6261887166961267, 0.6475486609729268, 0.7491250211030351, 0.8369607171786089, 1.0]","[0.0, -0.004059280369106043, 0.003896564216753974, -0.0010499275995944357, 0.0018258159820922042, -0.003506258436318493, 0.004615496295410327, -0.0032155823817816916, -0.003004580071005097, 0.0035898286055771386, 0.0]",0.1,1.0
