case,geometry_spec,target_geometry_file,L_mm,AR,channel_length_mm,x_points_mm,deltas_mm,inlet_height_mm,Uin_mps
channel_10,/home/hantianl/Documents/PIDIF/2d_geometry_specs/channel_water/channel_10.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/channel_water/channel_10.step,0.1,10,1.0,"[0.0, 0.050115241664996146, 0.14821160770360442, 0.2884327236236587, 0.31311569358209196, 0.5590623720948641, 0.5822580399121084, 0.6995996405305462, 0.8269022991632883, 0.9084740768796624, 1.0]","[0.0, -0.0006054312709371469, -0.00049486948668492, 0.00305812984480029, -0.0013147486890303485, -0.00013352610307593594, 0.0003399683911497562, -0.000935346734421914, 0.004005087789909285, -0.0037332789743704737, 0.0]",0.1,1.0
channel_11,/home/hantianl/Documents/PIDIF/2d_geometry_specs/channel_water/channel_11.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/channel_water/channel_11.step,0.1,10,1.0,"[0.0, 0.19267850111478407, 0.24650194939543885, 0.2727926584089071, 0.31406578970850624, 0.5891030878004507, 0.6866290313360496, 0.764139531075793, 0.810616531385757, 0.8427010780080013, 1.0]","[0.0, -0.002691397636055813, -0.0032260619766526816, 0.0012758187469919914, 0.0007864234601815956, -0.0005273469517458667, 0.0033004422420694988, 0.001053825139700845, -0.0009548585162422333, -0.0013742791289441817, 0.0]",0.1,1.0
channel_12,/home/hantianl/Documents/PIDIF/2d_geometry_specs/channel_water/channel_12.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/channel_water/channel_12.step,0.1,10,1.0,"[0.0, 0.0746754625964437, 0.12786017827185836, 0.24618358108294908, 0.3040392743290175, 0.3285604612556798, 0.44318043577695004, 0.5695482094769695, 0.5963986289698204, 0.9640810930854874, 1.0]","[0.0, 0.0029734081092642143, -0.002653868805794199, -0.0019323926896857493, 0.001528536701116692, -0.0008382783703303224, -0.004228350737747237, 0.0012845039662376023, 0.000325432123528111, -0.002383676802171622, 0.0]",0.1,1.0
channel_13,/home/hantianl/Documents/PIDIF/2d_geometry_specs/channel_water/channel_13.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/channel_water/channel_13.step,0.1,10,1.0,"[0.0, 0.12453816331525984, 0.2248538680467176, 0.2575796036636488, 0.3073279971412789, 0.42332301594076116, 0.5914224067180405, 0.6160587605008474, 0.6733700142408618, 0.7758054591994195, 1.0]","[0.0, 0.0016381748462839891, 0.004477204943073616, 0.0016915621380476503, 0.0028553765755031935, 0.0025370654558974385, 0.0031560393582106255, -0.003185271437678703, -0.0005678808866841703, -0.0009132826311856815, 0.0]",0.1,1.0
channel_14,/home/hantianl/Documents/PIDIF/2d_geometry_specs/channel_water/channel_14.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/channel_water/channel_14.step,0.1,10,1.0,"[0.0, 0.04452344603420358, 0.2913676229684835, 0.43609309598246104, 0.4690527886781048, 0.4938265696555189, 0.6320015388687719, 0.7144218825077089, 0.8368947989482399, 0.8923866833079455, 1.0]","[0.0, 0.003915275303889132, -0.0027256951537192593, 0.00261394169462182, -0.003654297584170902, 0.004659446691753451, 0.0008153434315761737, 0.0015821485961344667, -0.0008187186676993363, -0.0030295778395272683, 0.0]",0.1,1.0
channel_15,/home/hantianl/Documents/PIDIF/2d_geometry_specs/channel_water/channel_15.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/channel_water/channel_15.step,0.1,10,1.0,"[0.0, 0.11620243306858732, 0.24473275931248709, 0.3734691897746186, 0.3938808582072945, 0.5842229070666587, 0.6448085659816464, 0.7508191965920687, 0.7750658856532122, 0.9670310984139763, 1.0]","[0.0, 0.0014569711875238884, 0.0022311218366054125, 0.0018401873453095232, -0.0008052045512348298, 0.0037377112515752584, -0.003148136990034582, 0.0024810965046259993, -0.0009528341129824217, 0.002626342100377898, 0.0]",0.1,1.0
channel_16,/home/hantianl/Documents/PIDIF/2d_geometry_specs/channel_water/channel_16.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/channel_water/channel_16.step,0.1,10,1.0,"[0.0, 0.07036651025840171, 0.1578361003646361, 0.25068184016820844, 0.27612171983627687, 0.4655322489345993, 0.4992291893861472, 0.525395716816366, 0.630962968526526, 0.8670522520645776, 1.0]","[0.0, -0.002505619252327004, 0.003448300417565211, -0.000166789415382969, 0.000853281956147701, 0.0007717570995710056, -0.002055003705506499, -0.004161313126781527, 0.0031941547062698875, 0.0038701232160415298, 0.0]",0.1,1.0
channel_17,/home/hantianl/Documents/PIDIF/2d_geometry_specs/channel_water/channel_17.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/channel_water/channel_17.step,0.1,10,1.0,"[0.0, 0.26209929540025956, 0.32835643113669466, 0.44481142146146746, 0.5534779631969999, 0.5743600516024813, 0.6518850160588521, 0.7844166318241241, 0.8843252965993752, 0.9288932819847291, 1.0]","[0.0, 0.0028594331657874686, 0.0033747005764180726, -0.004910522841333111, 0.002859005358425133, 0.0019540438490512207, 0.004083315836450439, -0.0043501271813649964, -0.003777110029214625, 0.004472911842660273, 0.0]",0.1,1.0
channel_18,/home/hantianl/Documents/PIDIF/2d_geometry_specs/channel_water/channel_18.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/channel_water/channel_18.step,0.1,10,1.0,"[0.0, 0.029467625315102088, 0.5042757537752873, 0.5572802446132885, 0.6090162700352592, 0.6329419633013599, 0.6584379522097292, 0.7263093142203679, 0.8236149112861921, 0.9242661521743869, 1.0]","[0.0, 0.0028246127573309, 0.0031944484448449186, 4.37970370819633e-05, -0.0024679914255043593, -0.0025180166209408565, -0.002593016363858996, 0.0019485932897042946, 0.003510476212750656, 0.0018080083135537262, 0.0]",0.1,1.0
channel_19,/home/hantianl/Documents/PIDIF/2d_geometry_specs/channel_water/channel_19.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/channel_water/channel_19.step,0.1,10,1.0,"[0.0, 0.11032075085781753, 0.14047113041088835, 0.17262295060765256, 0.21304739429262695, 0.2360452380663443, 0.48634551345889887, 0.6004897896681117, 0.8331310973588666, 0.8685751565327064, 1.0]","[0.0, 0.004560185570214039, 0.001735175179848481, -0.0045878125432157945, -0.0023059274670955638, 0.003595650541183687, -0.004152901013039745, -0.003539998281357743, 0.0018746800800648706, 0.002493061949407697, 0.0]",0.1,1.0
channel_20,/home/hantianl/Documents/PIDIF/2d_geometry_specs/channel_water/channel_20.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/channel_water/channel_20.step,0.1,10,1.0,"[0.0, 0.20335073437860024, 0.27959049130528524, 0.3540669733141628, 0.40160568145898884, 0.44765395137721786, 0.5002747829909197, 0.7435778402675643, 0.840654730629935, 0.8711592208989857, 1.0]","[0.0, -0.0016677125569509034, 0.00012469039065258168, 0.0035697759273492467, -0.004556284185655073, -0.0003017795426434348, -0.0025094445151168927, 0.0017205464888846384, 0.00157657942486596, -0.0006970883303293986, 0.0]",0.1,1.0
channel_21,/home/hantianl/Documents/PIDIF/2d_geometry_specs/channel_water/channel_21.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/channel_water/channel_21.step,0.1,10,1.0,"[0.0, 0.05431637504457769, 0.08811871879154252, 0.11956138818741566, 0.24161391260307197, 0.348247157526856, 0.4702535417081578, 0.8539135061562475, 0.9313741106012583, 0.9717699838404845, 1.0]","[0.0, 0.001142872188970464, -0.003935443784558985, 0.002615880277917369, -0.0034515925421013697, 0.004065562443670803, -0.0014159184256433257, 0.0009246254211677423, -0.0032493116039695484, -0.0022863872157415648, 0.0]",0.1,1.0
channel_22,/home/hantianl/Documents/PIDIF/2d_geometry_specs/channel_water/channel_22.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/channel_water/channel_22.step,0.1,10,1.0,"[0.0, 0.09881483035541423, 0.20241825046883294, 0.3204250038940683, 0.35327906349983673, 0.46537367807892577, 0.5242094446887658, 0.5488145613344901, 0.8609776690660059, 0.9361159005395324, 1.0]","[0.0, 0.002541865313532398, -0.0006453935564675493, -0.0030635254009765385, -0.0033916033019813835, -0.0006161473487161784, -0.004040360399616068, -0.000729695488523318, -0.0014573749269745219, -0.0006548152275122187, 0.0]",0.1,1.0
channel_23,/home/hantianl/Documents/PIDIF/2d_geometry_specs/channel_water/channel_23.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/channel_water/channel_23.step,0.1,10,1.0,"[0.0, 0.2168440179018697, 0.3311348908067094, 0.4471248792969643, 0.5069261125311778, 0.5347792248670591, 0.5666606241646447, 0.6265307728051387, 0.660704973302221, 0.9611382499981646, 1.0]","[0.0, 0.0017533751389216734, 0.0018424850885025582, 0.0042279281560733285, -0.003601408534935818, 0.004413580217255596, 0.0017798056307086769, -0.004603439541566992, -0.00485613029752375, -0.0032445661428854786, 0.0]",0.1,1.0
channel_24,/home/hantianl/Documents/PIDIF/2d_geometry_specs/channel_water/channel_24.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/channel_water/channel_24.step,0.1,10,1.0,"[0.0, 0.0554949315357841, 0.15953397136890698, 0.2127047974666825, 0.3143693112265601, 0.3710912947259377, 0.4955145086317673, 0.710877393382479, 0.7447758159707842, 0.8769698224305111, 1.0]","[0.0, 0.003862049790496364, 5.2751470409874435e-05, -0.002937851428929112, 0.004650795655661552, 0.0030166659491924087, -0.0008472340272693826, -0.004833068588517645, -0.002694313496773741, -0.0028524559241705945, 0.0]",0.1,1.0
channel_25,/home/hantianl/Documents/PIDIF/2d_geometry_specs/channel_water/channel_25.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/channel_water/channel_25.step,0.1,10,1.0,"[0.0, 0.19385116600253177, 0.2949444491672858, 0.354505507370931, 0.41160570620103437, 0.514077070216571, 0.6002542090168169, 0.6575714010217004, 0.74387313512335, 0.8259622884220539, 1.0]","[0.0, -0.00047475329719672086, 0.00028220868881587233, 0.004146607780035141, 0.0021215415469539502, -0.0036526138657283595, -0.0034228835814254306, -0.004126205358617876, 8.143833591142766e-05, 0.002801320906621902, 0.0]",0.1,1.0
channel_26,/home/hantianl/Documents/PIDIF/2d_geometry_specs/channel_water/channel_26.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/channel_water/channel_26.step,0.1,10,1.0,"[0.0, 0.1173508628568398, 0.16405784955745134, 0.3163989121872641, 0.3477951360849838, 0.5197862569597669, 0.5862015210792543, 0.6323681285286489, 0.83945933003358, 0.8798786635455089, 1.0]","[0.0, -0.00391665603037649, 0.0004460251141283648, -0.0020865172875645893, 0.0025114996484829084, -0.0017403760006838645, 0.0006676539596043628, -0.002559469900490047, -0.0022298872779497594, 0.0006067961415845346, 0.0]",0.1,1.0
channel_27,/home/hantianl/Documents/PIDIF/2d_geometry_specs/channel_water/channel_27.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/channel_water/channel_27.step,0.1,10,1.0,"[0.0, 0.034724597159799614, 0.09496928837223478, 0.12471246640908824, 0.15080405097634866, 0.26307790038758083, 0.4712111219908873, 0.5753004978418552, 0.6494073121067073, 0.6862347825257386, 1.0]","[0.0, -0.0034357740969885274, -0.000582694742787741, -0.0017459466020890851, -0.0034571205252034547, -0.0013299858344514664, 0.0008600252199161005, 0.0008984847412477313, -0.004458244442532696, 0.004642565986092098, 0.0]",0.1,1.0
channel_28,/home/hantianl/Documents/PIDIF/2d_geometry_specs/channel_water/channel_28.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/channel_water/channel_28.step,0.1,10,1.0,"[0.0, 0.020882927937433016, 0.0436456183682184, 0.11371344402341513, 0.36351705167491766, 0.3989367755965759, 0.5374777772657207, 0.6506314426911638, 0.8482823066674905, 0.9781775138433833, 1.0]","[0.0, -0.002836672488382385, -0.0016400934212955545, 0.0026172706856485966, -0.0023417286625350923, -0.0028272537132357275, 0.0012273259687578053, 0.0015761020656057025, -0.0029793592023978316, 0.004566625703701928, 0.0]",0.1,1.0
channel_29,/home/hantianl/Documents/PIDIF/2d_geometry_specs/channel_water/channel_29.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/channel_water/channel_29.step,0.1,10,1.0,"[0.0, 0.07580667851825126, 0.09700258625531738, 0.1459879027951668, 0.361973014423988, 0.5614646869993134, 0.7600808635390838, 0.8197423083336152, 0.879322798199534, 0.943261138831037, 1.0]","[0.0, 0.003325188028633637, 0.004414750909053933, 2.3183158223804255e-05, 0.004550878084582082, -0.0046129426966045025, 0.0037090852377256994, 0.000837667334834276, 0.0035380827601074905, 0.003958925815609844, 0.0]",0.1,1.0
channel_30,/home/hantianl/Documents/PIDIF/2d_geometry_specs/channel_water/channel_30.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/channel_water/channel_30.step,0.1,10,1.0,"[0.0, 0.10309553491624537, 0.17330587060147148, 0.3090423030807491, 0.38599778676129515, 0.4215142945553088, 0.47799249487643386, 0.5992944437987424, 0.6373981095086362, 0.9568681861921592, 1.0]","[0.0, 0.003473648788367657, -0.0004776124042480956, 0.0032939747561064533, -0.0038773895959144473, -0.0013409776933793242, -0.0007546716961207359, 0.0025842777147138344, -0.004007076587555751, 0.0003444618520358324, 0.0]",0.1,1.0
channel_31,/home/hantianl/Documents/PIDIF/2d_geometry_specs/channel_water/channel_31.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/channel_water/channel_31.step,0.1,10,1.0,"[0.0, 0.14509409060805378, 0.2215403384638799, 0.28209083162577026, 0.3580837383901204, 0.398813733579437, 0.5064154853316362, 0.5448825986302961, 0.6298631855626979, 0.85552318884709, 1.0]","[0.0, -0.0025542083755369567, -0.0029110796258444756, 0.000697239834886179, 0.0018082514504874072, -0.004526430394569904, 0.0011731563584163962, -0.0032385072820944787, -0.0015497354303439684, 0.0015901784401741049, 0.0]",0.1,1.0
channel_32,/home/hantianl/Documents/PIDIF/2d_geometry_specs/channel_water/channel_32.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/channel_water/channel_32.step,0.1,10,1.0,"[0.0, 0.25475294204979065, 0.3455718217162129, 0.4008154289199739, 0.590946349713156, 0.6348540049108776, 0.7425941402320251, 0.7694652517677751, 0.8044652663190656, 0.9706618380689105, 1.0]","[0.0, -0.003991474088646258, -0.0012860963291628138, -0.0033928759879101873, -0.0029153405438194528, -0.00029751409653041606, 0.002374221015116555, -0.00017524426574015792, -0.003633183479425175, 0.0038160865549788994, 0.0]",0.1,1.0
channel_33,/home/hantianl/Documents/PIDIF/2d_geometry_specs/channel_water/channel_33.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/channel_water/channel_33.step,0.1,10,1.0,"[0.0, 0.13849357612088692, 0.1942002938096794, 0.5064424290310079, 0.5759083330746853, 0.6900868086438382, 0.7296952697065886, 0.8402782646252892, 0.9099607232291744, 0.9672342867424171, 1.0]","[0.0, 0.0029330193749556, -0.0019393322056420297, 0.00043859737138513336, -0.0017509422394201895, 0.0023972382460389257, -0.002550927824071772, -0.004008960557009671, -0.00115020450858512, -0.0014682072159797792, 0.0]",0.1,1.0
channel_34,/home/hantianl/Documents/PIDIF/2d_geometry_specs/channel_water/channel_34.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/channel_water/channel_34.step,0.1,10,1.0,"[0.0, 0.05487742584607663, 0.19123298362039798, 0.21608853289987082, 0.24593183847628153, 0.539558829811477, 0.5704721674176929, 0.7892629735979283, 0.9145396980010996, 0.9485710942838325, 1.0]","[0.0, -0.0004449393896657494, 0.0009096365278576804, 0.004312794357851146, 0.004553631030540678, -0.0024032773746215557, 0.004157528217100699, 0.0008585442948044475, -0.0017103085391427168, 0.004675124934363031, 0.0]",0.1,1.0
channel_35,/home/hantianl/Documents/PIDIF/2d_geometry_specs/channel_water/channel_35.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/channel_water/channel_35.step,0.1,10,1.0,"[0.0, 0.09411634342696244, 0.23548818737717314, 0.46823471966657465, 0.5321496929910703, 0.638813971766465, 0.6810095535884136, 0.8149471702551965, 0.8956600377428364, 0.9168622453513419, 1.0]","[0.0, 0.0027745631481367614, 0.004829389498809327, 0.0033977340236495696, -0.003756682716844006, -0.004824863951215821, -0.0008622970772341918, 0.0008452838784790088, -0.004203711393139969, 0.0015704326009813342, 0.0]",0.1,1.0
channel_36,/home/hantianl/Documents/PIDIF/2d_geometry_specs/channel_water/channel_36.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/channel_water/channel_36.step,0.1,10,1.0,"[0.0, 0.05871061133549819, 0.23380697053040736, 0.2768990562142358, 0.40722623896354326, 0.44556246552949746, 0.5632802170128978, 0.7347564621743257, 0.7580896540108253, 0.8956386792667443, 1.0]","[0.0, 0.0036697294619178165, -0.004973832799030966, -7.658812842933124e-05, -0.0005506272942285085, -0.0002926613336190322, -0.004972760297276712, 0.0032314062685634935, 0.000621434779842207, -0.002524596697186759, 0.0]",0.1,1.0
channel_37,/home/hantianl/Documents/PIDIF/2d_geometry_specs/channel_water/channel_37.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/channel_water/channel_37.step,0.1,10,1.0,"[0.0, 0.04590503708972364, 0.09394691244671603, 0.24013981325337103, 0.30218637963181916, 0.4605482371875599, 0.739284486764539, 0.7678272678763044, 0.8355483568516712, 0.8609595074200611, 1.0]","[0.0, 0.004168502019367647, 0.0004138697614705549, -0.0024229733953219095, -0.002382237114930705, -0.0028676040285039524, -0.004744820190081659, 0.001979739623741656, 0.0025488206149256835, 0.0025766175770541525, 0.0]",0.1,1.0
channel_38,/home/hantianl/Documents/PIDIF/2d_geometry_specs/channel_water/channel_38.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/channel_water/channel_38.step,0.1,10,1.0,"[0.0, 0.37218778808470115, 0.5010472630435006, 0.5688930545107675, 0.609932632396813, 0.645714321128848, 0.7187038634347169, 0.7552275536558287, 0.8531377085172044, 0.9313714255015608, 1.0]","[0.0, 0.0017168090747653481, 0.003003997342042628, 0.0030158595267743074, -0.004737853552694805, 0.002803705080767661, -2.5717313125035203e-05, 0.0019977081642522003, 0.0003684733953497653, 0.0007149948296601306, 0.0]",0.1,1.0
channel_39,/home/hantianl/Documents/PIDIF/2d_geometry_specs/channel_water/channel_39.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/channel_water/channel_39.step,0.1,10,1.0,"[0.0, 0.08450259861317673, 0.15693319681620238, 0.19552076869010201, 0.3046022526923068, 0.6159037184953606, 0.637257777624125, 0.7191238913638441, 0.7951606606522708, 0.8803050725516838, 1.0]","[0.0, 0.00162197934777951, -0.0008339349243997223, 0.0031906511055781375, 0.0024031378646344184, 0.004939043939476974, -0.004023385930939586, -0.00125328653868672, -0.002179885389866071, 0.002415033854326765, 0.0]",0.1,1.0
channel_40,/home/hantianl/Documents/PIDIF/2d_geometry_specs/channel_water/channel_40.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/channel_water/channel_40.step,0.1,10,1.0,"[0.0, 0.07587586429529161, 0.09803398926240922, 0.12264149413180217, 0.2448847417365161, 0.3192684561497786, 0.5014148137853705, 0.5664038562074871, 0.6446096016798235, 0.8912755766948355, 1.0]","[0.0, -0.0006559594173084337, 0.0028453600823595184, 0.0024369577513200643, -0.004061523356859043, 0.0009758558185172126, 0.00301760805024486, -0.0008792179594368814, -0.0032982710729189966, 0.0039164498572375195, 0.0]",0.1,1.0
channel_41,/home/hantianl/Documents/PIDIF/2d_geometry_specs/channel_water/channel_41.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/channel_water/channel_41.step,0.1,10,1.0,"[0.0, 0.02566091123015929, 0.16791202781256448, 0.19660280622162407, 0.2302000673456676, 0.2811808632099379, 0.4175088668679524, 0.6295775174591631, 0.7033755972509514, 0.7982425226975209, 1.0]","[0.0, -0.0017993284987109829, 0.0034700901208115278, 0.002469294900278656, 0.002037065917151815, 0.0011081850802394447, -0.00436066892411822, -0.001888947321337822, 0.0045087203563771855, -0.004780481112044691, 0.0]",0.1,1.0
channel_42,/home/hantianl/Documents/PIDIF/2d_geometry_specs/channel_water/channel_42.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/channel_water/channel_42.step,0.1,10,1.0,"[0.0, 0.31579449182097774, 0.4467554598869731, 0.47105161660109285, 0.6083943999754405, 0.6490003217535543, 0.7408531070975222, 0.8567739088567788, 0.9388958808288358, 0.9734833001892078, 1.0]","[0.0, -0.0021589836160151735, 0.004413837120829227, -0.002229677367421971, -0.002639936941456032, 0.0016266773452338424, 0.0048612843356570425, 0.0035358683428229273, 0.0040607664479576505, 0.0031976101236454706, 0.0]",0.1,1.0
channel_43,/home/hantianl/Documents/PIDIF/2d_geometry_specs/channel_water/channel_43.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/channel_water/channel_43.step,0.1,10,1.0,"[0.0, 0.22336593480571454, 0.24517638341842166, 0.28674833440387865, 0.31578963969112495, 0.45443128355198753, 0.5621347719303412, 0.7249587342817194, 0.8025126900732054, 0.8476031579593081, 1.0]","[0.0, -0.0042702936888277055, 0.004404238885835911, 0.003772135616569439, -0.004451215614526923, -0.004080706937606761, 0.0004911237681896694, 0.002351512471124092, 0.003249111999693256, -0.002650496968215284, 0.0]",0.1,1.0
