case,geometry_spec,target_geometry_file,L_mm,AR,channel_length_mm,x_points_mm,deltas_mm,inlet_height_mm,Uin_mps
channel_10,/home/hantianl/Documents/PIDIF/2d_geometry_specs/rand_channel_smooth/channel_10.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/rand_channel_smooth/channel_10.step,150,10,1500.0,"[0.0, 73.44561009812095, 363.0589926556459, 507.2778454355753, 796.0297500312683, 879.593775261879, 959.3646494079605, 1027.170859850649, 1213.3021671794595, 1340.464118227577, 1500.0]","[4.885926382907474, 13.668697711409099, -6.40661319353835, 12.744252879360815, -14.25421525841231, 1.6559412698047389, 4.019253350432553, -11.823077887477401, -10.78981208808262, -2.4265704205108847, 13.986957364295453]",159.77185276581497,0.1
channel_11,/home/hantianl/Documents/PIDIF/2d_geometry_specs/rand_channel_smooth/channel_11.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/rand_channel_smooth/channel_11.step,150,10,1500.0,"[0.0, 60.951852716321184, 227.06457928304295, 539.0220194355383, 606.8965195078915, 1045.510520816033, 1081.2460427638775, 1114.777324717021, 1321.1571842754533, 1412.4466568999287, 1500.0]","[0.9230877179716046, 3.1804746210003287, 11.032168613280334, 3.093214720161768, -2.6228529217895904, -3.7744786977845184, -2.2235374087947033, 4.557930767399224, 11.024718952569746, -1.383093537711007, -7.564813111459257]",151.84617543594322,0.1
channel_12,/home/hantianl/Documents/PIDIF/2d_geometry_specs/rand_channel_smooth/channel_12.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/rand_channel_smooth/channel_12.step,150,10,1500.0,"[0.0, 274.4980492217313, 426.8432687327988, 864.8792290762348, 947.486240684503, 991.5360603387286, 1107.5594761472823, 1154.401284055315, 1296.6882512390025, 1442.9738303373913, 1500.0]","[12.629114174623506, -10.034048317941656, -6.458397529861934, -10.391598144238241, -11.535298090039351, -14.365559509906799, -13.338137725072198, -9.76075587192442, -13.398542021184738, 2.734314483329136, 5.42143580398519]",175.25822834924702,0.1
channel_13,/home/hantianl/Documents/PIDIF/2d_geometry_specs/rand_channel_smooth/channel_13.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/rand_channel_smooth/channel_13.step,150,10,1500.0,"[0.0, 160.80356637041777, 354.9040046891212, 418.86167339931376, 1002.7861198173445, 1136.0198404339299, 1180.2544432865473, 1230.658526499454, 1354.391010443668, 1408.373272058707, 1500.0]","[-2.512127228904232, -13.522376402172181, -3.7915758462128526, 0.7125884615291174, -11.94984291288852, 10.00375661365679, -13.441144006046873, 12.745256070541863, -12.026605752603736, 10.307248547932584, 12.079594317828512]",144.97574554219153,0.1
channel_14,/home/hantianl/Documents/PIDIF/2d_geometry_specs/rand_channel_smooth/channel_14.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/rand_channel_smooth/channel_14.step,150,10,1500.0,"[0.0, 239.60856749410365, 565.344939864117, 723.5320207834554, 913.8079806870107, 1045.565854841604, 1093.4280784291648, 1231.5693341134308, 1277.0513434087272, 1398.819075704678, 1500.0]","[-3.4473151169893956, 4.186898137113303, -7.006100474974618, -10.806947671381295, -0.6636817792876251, -2.493318942153449, -8.02290178413379, -3.97464569654616, -4.008226505212578, -5.175133067623637, -3.61607760819213]",143.10536976602123,0.1
channel_15,/home/hantianl/Documents/PIDIF/2d_geometry_specs/rand_channel_smooth/channel_15.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/rand_channel_smooth/channel_15.step,150,10,1500.0,"[0.0, 97.0243772983354, 171.47262340417797, 331.805605280481, 407.19043619534045, 544.2356018576384, 645.7479256288468, 742.8104478127416, 1093.8063967038402, 1363.4263178430556, 1500.0]","[0.9816682819722047, 3.9875288780286233, -6.355331574526149, 7.046794869308723, -8.92786220622845, 5.843943864554948, 10.821572049776822, -11.036914880953681, 3.431392216257592, -12.147127553101962, 6.771468848142806]",151.96333656394438,0.1
channel_16,/home/hantianl/Documents/PIDIF/2d_geometry_specs/rand_channel_smooth/channel_16.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/rand_channel_smooth/channel_16.step,150,10,1500.0,"[0.0, 38.69884378017012, 224.59830225488207, 272.7914228172998, 758.9908358099324, 847.0727260450615, 995.0564930394446, 1123.4583718766091, 1220.7642793730486, 1395.6489202726161, 1500.0]","[2.7022768607492758, -12.148524073067964, 3.4849710007236396, -9.861260877216335, 1.9485183441732552, 2.1729154210154924, -1.0204454105631804, 0.6789532653936838, 7.9177017001976395, 8.977341495361998, -0.2354035327371271]",155.40455372149853,0.1
channel_17,/home/hantianl/Documents/PIDIF/2d_geometry_specs/rand_channel_smooth/channel_17.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/rand_channel_smooth/channel_17.step,150,10,1500.0,"[0.0, 238.03758390544849, 356.86207419903843, 402.06088873841577, 503.93264160233406, 572.7850052908366, 863.357031719399, 923.6054196707232, 1121.9707064582155, 1452.3110555977926, 1500.0]","[11.950996420846074, 7.875964412119568, -6.883951772694729, -4.07423946683838, -5.566800593872113, -10.271650541250011, -10.56649882373425, 13.083823901272321, -1.8628788840374018, -3.500405316677705, 6.890571260321337]",173.90199284169216,0.1
channel_18,/home/hantianl/Documents/PIDIF/2d_geometry_specs/rand_channel_smooth/channel_18.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/rand_channel_smooth/channel_18.step,150,10,1500.0,"[0.0, 158.19496451811003, 602.8617230958167, 839.5603940451523, 915.9190714704528, 1009.0783633871213, 1143.5595947526585, 1245.1669500196394, 1306.073979650737, 1366.702870104353, 1500.0]","[4.112216519736226, -11.342349649946623, 2.64773999907662, 5.582890953163464, -14.630919423341915, -1.370461144747603, 9.761985335889634, -6.139229239677304, -1.2435575460434674, -1.7305761879632051, -5.942178256725253]",158.22443303947244,0.1
channel_19,/home/hantianl/Documents/PIDIF/2d_geometry_specs/rand_channel_smooth/channel_19.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/rand_channel_smooth/channel_19.step,150,10,1500.0,"[0.0, 97.20780354194693, 286.4639334751629, 368.5919065925003, 483.1296244544276, 792.4855833689812, 825.945181905461, 1205.6966787468455, 1239.8593825071762, 1458.3741404192149, 1500.0]","[-7.775158258765589, -10.70934374500095, 8.303038220766556, -9.053873183613064, 12.319146813926558, 4.6880711798247034, -13.915118685159113, -14.837104976138987, -13.450262489568033, 3.1777553294318324, 9.044454325782457]",134.4496834824688,0.1
channel_20,/home/hantianl/Documents/PIDIF/2d_geometry_specs/rand_channel_smooth/channel_20.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/rand_channel_smooth/channel_20.step,150,10,1500.0,"[0.0, 64.35027970700477, 229.51441916581007, 267.6263506459302, 448.6274302823894, 670.8979477926915, 915.3004555168596, 1162.970993036581, 1352.1037410423148, 1390.3038794368977, 1500.0]","[-11.252289620830709, 0.1359297057895965, 7.355643849865334, 3.9003553372919626, 10.533932992858052, -10.343610226767273, 7.038632758054845, -9.208755273932876, -6.877237460465992, 6.297140918439116, 14.406143546960454]",127.49542075833858,0.1
channel_21,/home/hantianl/Documents/PIDIF/2d_geometry_specs/rand_channel_smooth/channel_21.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/rand_channel_smooth/channel_21.step,150,10,1500.0,"[0.0, 88.89459001578928, 130.60366012866277, 331.62036354979034, 377.3506365904848, 936.8557792143597, 1048.5004494456969, 1122.5062982473582, 1177.2208645734336, 1297.6157281681424, 1500.0]","[-1.2431807262453063, 8.522428450242238, 4.092250263233307, 2.1723944987591217, -10.64609236004851, 13.38073360674285, -5.959721024558462, 2.3405164742262663, 5.993278337671985, 4.476994657359267, 13.217832290865552]",147.5136385475094,0.1
channel_22,/home/hantianl/Documents/PIDIF/2d_geometry_specs/rand_channel_smooth/channel_22.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/rand_channel_smooth/channel_22.step,150,10,1500.0,"[0.0, 46.68944558913331, 673.3017549455741, 804.9158625054297, 893.6445108186552, 937.3947839875771, 973.1643492711653, 1009.7675763702998, 1126.1357453315954, 1238.8401341723365, 1500.0]","[4.038873522547888, -2.6456731024328928, -2.736506717139086, -8.47114419909114, 2.6491874522702474, -5.488772660482864, -13.918204971679089, -2.4479986752941887, -0.7760197472948906, -8.232213953873671, 2.173737993663469]",158.07774704509575,0.1
channel_23,/home/hantianl/Documents/PIDIF/2d_geometry_specs/rand_channel_smooth/channel_23.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/rand_channel_smooth/channel_23.step,150,10,1500.0,"[0.0, 37.62625980515742, 261.038960443896, 489.0110450279385, 532.8628088398096, 573.9422591788252, 1006.3410488946199, 1076.6754224763765, 1197.2597977470466, 1306.2965891055428, 1500.0]","[0.382177338202748, 7.101170654466607, 11.59208660171123, 12.63171591885575, 0.10898775549297568, 0.6082534422170731, 8.996112322915096, -5.566479247673962, 10.121470870352056, -0.1757506044772974, -11.524298269941948]",150.7643546764055,0.1
channel_24,/home/hantianl/Documents/PIDIF/2d_geometry_specs/rand_channel_smooth/channel_24.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/rand_channel_smooth/channel_24.step,150,10,1500.0,"[0.0, 33.55633125461177, 346.0292313460376, 393.3479564922168, 458.8892529088495, 654.2449507762966, 751.8733446896192, 892.69165278658, 1036.0125206505354, 1070.387914130063, 1500.0]","[10.696440707236746, -3.832152804253555, -10.391613028180956, 3.0252122383524274, -11.40982332405317, -4.052419167652424, 13.75287542702917, 14.863934177509115, 8.163146740637568, -5.671154702377013, 5.629951474982775]",171.3928814144735,0.1
channel_25,/home/hantianl/Documents/PIDIF/2d_geometry_specs/rand_channel_smooth/channel_25.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/rand_channel_smooth/channel_25.step,150,10,1500.0,"[0.0, 252.96201235400733, 483.1290273282237, 857.446712158733, 890.2974378283446, 993.1012914068015, 1067.0869387271919, 1161.1769848679344, 1273.5156555419328, 1353.7210614748692, 1500.0]","[14.709649929788178, -10.752123342936759, -1.552631602369468, -3.2228185247424044, -12.598521490614448, 7.6599051838423335, -1.9866291803222111, -0.9201919742879614, -10.479810785602794, -9.572200433073956, 12.213108664686448]",179.41929985957637,0.1
channel_26,/home/hantianl/Documents/PIDIF/2d_geometry_specs/rand_channel_smooth/channel_26.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/rand_channel_smooth/channel_26.step,150,10,1500.0,"[0.0, 35.755433716706435, 134.62350355556885, 279.4234632789052, 345.3640303343698, 597.3726500568981, 783.7776581045923, 836.6913789024331, 938.7581282041357, 1373.6490395224446, 1500.0]","[4.47447150402823, 5.106097660540648, 7.8870905711858725, -13.25674554835658, -4.001748452021628, 1.1858230578503601, -4.84630550108022, 10.334366198615594, -0.5228247423811823, 8.058827683781374, 10.560465506435072]",158.94894300805646,0.1
channel_27,/home/hantianl/Documents/PIDIF/2d_geometry_specs/rand_channel_smooth/channel_27.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/rand_channel_smooth/channel_27.step,150,10,1500.0,"[0.0, 268.08779854129966, 598.9993454904159, 737.630800000713, 929.6646628877022, 1002.5429676612736, 1044.5486569225686, 1144.607167861727, 1390.2171120814116, 1433.5363746267658, 1500.0]","[-4.83433093171185, -9.251909710119005, -14.255306046042824, 12.823813755120803, -1.5537801522938555, -5.773947827376416, 2.9543157467320995, -14.780566311209531, -6.659336801975584, 6.091003970966778, 4.013093192077889]",140.33133813657628,0.1
channel_28,/home/hantianl/Documents/PIDIF/2d_geometry_specs/rand_channel_smooth/channel_28.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/rand_channel_smooth/channel_28.step,150,10,1500.0,"[0.0, 143.09243807101893, 224.53783224520885, 365.48739392284955, 449.332263828637, 557.2011180652974, 733.6172310854579, 1098.1060885940688, 1169.0846748910926, 1461.4666732069604, 1500.0]","[6.9724050898136305, -1.7973390141789416, 1.5931140723382562, 4.623072284470702, 14.09445350116708, 14.537342442948738, -6.353152635362843, 7.012604923137484, 7.499506138058059, -4.605214160608536, -11.283906754073369]",163.94481017962727,0.1
channel_29,/home/hantianl/Documents/PIDIF/2d_geometry_specs/rand_channel_smooth/channel_29.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/rand_channel_smooth/channel_29.step,150,10,1500.0,"[0.0, 31.727573081740317, 340.18576400740955, 444.0175382643439, 669.6263825905111, 986.2359635114096, 1126.0345487240024, 1189.9959203608275, 1264.9439991649595, 1302.007978708814, 1500.0]","[9.061793609571726, 12.74105001659666, 9.677492718522949, -13.890878183964773, -3.8189297607979746, -13.539045830584461, -11.721531266563261, 5.259168860024523, 6.397745889350944, 8.211620482548788, 10.963696441669885]",168.12358721914347,0.1
channel_30,/home/hantianl/Documents/PIDIF/2d_geometry_specs/rand_channel_smooth/channel_30.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/rand_channel_smooth/channel_30.step,150,10,1500.0,"[0.0, 117.10062024640658, 293.3413945845865, 323.8363413121265, 390.43042761519723, 597.9401033452538, 629.9188405642561, 825.821347869484, 1012.9675871530575, 1058.3727465984882, 1500.0]","[11.869046441510907, 5.148384265675762, -7.870249099182081, 10.58343388895738, -4.5590572977145705, 10.600340134321783, -6.031690466432835, 2.7096075264944695, -3.091797967564977, -6.755248477347989, 11.596726865156075]",173.7380928830218,0.1
channel_31,/home/hantianl/Documents/PIDIF/2d_geometry_specs/rand_channel_smooth/channel_31.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/rand_channel_smooth/channel_31.step,150,10,1500.0,"[0.0, 160.5231174576156, 192.24275200790973, 226.64440062821868, 331.83745858411953, 546.8423249296693, 691.5227284586172, 746.1455228871495, 975.467309357341, 1419.6019149493047, 1500.0]","[12.458962808566643, -0.0925021160895163, -10.968992600608155, -4.038646104025997, -12.984999934566993, -8.940628869336553, -14.469936570002634, -1.4016025049950969, 4.0362079485539155, -4.701226128632767, -2.388546854841687]",174.91792561713328,0.1
channel_32,/home/hantianl/Documents/PIDIF/2d_geometry_specs/rand_channel_smooth/channel_32.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/rand_channel_smooth/channel_32.step,150,10,1500.0,"[0.0, 178.90517945401328, 258.4615566660802, 425.5576610726679, 566.861933343515, 708.169181112723, 773.0288539318094, 884.8474660145314, 1192.9294304060736, 1353.0103831425158, 1500.0]","[2.7223438249129828, 4.603176270284855, -6.0185012545552325, -7.758838151200113, -5.3252295849400415, -10.336753077497326, 11.229430958724222, -6.502592002496577, 1.8446818324315402, 8.759232754241221, 8.514723281271408]",155.44468764982594,0.1
channel_33,/home/hantianl/Documents/PIDIF/2d_geometry_specs/rand_channel_smooth/channel_33.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/rand_channel_smooth/channel_33.step,150,10,1500.0,"[0.0, 42.103495606366124, 162.39033209575393, 245.64121320883004, 627.5728092506865, 892.4876952303455, 971.8464214496405, 1045.6332364550633, 1083.872607032343, 1227.3350658213405, 1500.0]","[0.3819619290033387, -2.010825213966985, -13.924717457455104, 13.793235669876609, -11.909919476095236, -13.767627200854593, -7.618001654851846, -13.034086982448528, -1.3464647276471293, 0.4826340377133711, -5.6229015291424815]",150.7639238580067,0.1
channel_34,/home/hantianl/Documents/PIDIF/2d_geometry_specs/rand_channel_smooth/channel_34.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/rand_channel_smooth/channel_34.step,150,10,1500.0,"[0.0, 50.41759015726364, 218.26091014234274, 322.61199213876773, 389.8599509679759, 936.3124106877717, 1113.8155459658126, 1173.8743481135236, 1379.5914024626845, 1469.6612261965026, 1500.0]","[-11.637888870039074, 10.882936912226342, -14.963008124642755, 0.24502067438625197, -0.3149398047837568, -5.007175169680865, -2.0601893956065105, 8.41743412579753, 10.236111186448692, -7.189543697542499, -5.3252867709681055]",126.72422225992186,0.1
channel_35,/home/hantianl/Documents/PIDIF/2d_geometry_specs/rand_channel_smooth/channel_35.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/rand_channel_smooth/channel_35.step,150,10,1500.0,"[0.0, 102.06170816456086, 396.62686021382876, 493.13870402596325, 606.3001211322354, 964.4408200029541, 1040.0312564478472, 1075.175931516891, 1344.8534251315227, 1453.696072686748, 1500.0]","[-13.578779399835545, -10.853838850844078, 12.564695805920486, -14.722206545366298, -9.350340755659445, -14.061494612950664, -11.681115973133902, 3.604478598848889, -7.750832737827427, 2.076361512920304, 2.705861482983785]",122.8424412003289,0.1
channel_36,/home/hantianl/Documents/PIDIF/2d_geometry_specs/rand_channel_smooth/channel_36.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/rand_channel_smooth/channel_36.step,150,10,1500.0,"[0.0, 358.51475902377314, 389.1588736484732, 433.39117629651275, 511.66593997852306, 546.262152478819, 846.7807042893185, 1097.4438654109313, 1172.3967093885399, 1333.7545849151836, 1500.0]","[3.102733629999644, 14.539486008529309, -4.1539176408240195, 9.394780374603386, -5.44802646514621, 8.97640566724473, 3.022017565879274, -8.509329143237956, -2.579217186322909, -5.47093096909315, -12.656748207589084]",156.2054672599993,0.1
channel_37,/home/hantianl/Documents/PIDIF/2d_geometry_specs/rand_channel_smooth/channel_37.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/rand_channel_smooth/channel_37.step,150,10,1500.0,"[0.0, 30.958881989999583, 88.9660288514003, 120.61488325616321, 173.18628450041552, 501.3760059531017, 754.4108321818549, 1001.2112616753774, 1067.3169438345453, 1366.363775603979, 1500.0]","[-11.219209747601205, -10.688440156333975, 5.792862807891044, -9.811681906737657, 0.21878104746129878, 14.75323427786132, -14.879771857999815, -14.502605943073291, 14.792537457915195, 2.539165024024964, -11.192700734444607]",127.56158050479758,0.1
channel_38,/home/hantianl/Documents/PIDIF/2d_geometry_specs/rand_channel_smooth/channel_38.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/rand_channel_smooth/channel_38.step,150,10,1500.0,"[0.0, 406.8125825242336, 652.2489695617866, 843.2277788635206, 933.1677608949662, 987.3047235261843, 1028.1776524791053, 1259.1306196761893, 1303.8484333378622, 1362.469096560293, 1500.0]","[-14.455183682569078, 2.8714132405718225, -8.061583809394433, 11.216654937114043, -7.390064803145146, 3.3231039970625496, 1.6062252026883428, -3.115004998222533, 5.328622907993822, 6.773089041463017, 2.008133859581605]",121.08963263486186,0.1
channel_39,/home/hantianl/Documents/PIDIF/2d_geometry_specs/rand_channel_smooth/channel_39.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/rand_channel_smooth/channel_39.step,150,10,1500.0,"[0.0, 154.9785320166842, 336.01646230117, 535.4366525575315, 740.6788080710056, 772.749532369651, 926.9620857795067, 1060.252365076634, 1308.051670277577, 1351.3682030704333, 1500.0]","[-3.1497827987833062, 5.477447946276612, -10.518775308955476, 13.846488886230976, -9.646747145345072, -9.01374021301529, 10.769485816731414, 12.377482324257937, -8.635577774300957, -0.9059733547551634, 7.004847136884894]",143.70043440243342,0.1
channel_40,/home/hantianl/Documents/PIDIF/2d_geometry_specs/rand_channel_smooth/channel_40.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/rand_channel_smooth/channel_40.step,150,10,1500.0,"[0.0, 210.77003924546327, 249.19165918231633, 410.6817497649196, 696.2255854048649, 806.5418392143533, 1007.4224217679933, 1075.5027505915555, 1123.011441214609, 1406.1562766129678, 1500.0]","[8.942923074549991, -12.004125685178115, -8.868078987557125, 7.308010953229559, -14.305797162541607, 14.37673901121839, -3.6856595893295783, 6.579376010724708, 11.6271326546413, -3.1611033554975325, -5.4260253420100195]",167.88584614909996,0.1
channel_41,/home/hantianl/Documents/PIDIF/2d_geometry_specs/rand_channel_smooth/channel_41.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/rand_channel_smooth/channel_41.step,150,10,1500.0,"[0.0, 292.3186645915127, 343.9137319317025, 454.5905243539521, 560.5992147741389, 1012.3887515385142, 1250.8142544966295, 1307.4470524676033, 1357.6388445440853, 1443.5570307462679, 1500.0]","[-10.113854983363353, 5.536862201810319, -4.81566737373292, 13.646951755674227, -7.692097639241777, -12.03226484685533, 7.6051368900077385, 11.4310815575361, -6.656599293855365, -8.93735695063566, -9.427015953867386]",129.7722900332733,0.1
channel_42,/home/hantianl/Documents/PIDIF/2d_geometry_specs/rand_channel_smooth/channel_42.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/rand_channel_smooth/channel_42.step,150,10,1500.0,"[0.0, 73.6901959535384, 267.0270077323766, 385.42649269500987, 416.00563099257937, 477.4473835246515, 665.0629859760711, 1224.9515737594156, 1294.4314463987755, 1382.9967592423668, 1500.0]","[-6.156781512763718, 7.944106578217031, 11.301323917938578, 12.049255606993153, 14.537058247522623, 14.471000493135975, 13.589973983039442, -12.84533578491347, -10.866193922165845, -5.866004205719014, 1.5869476219338452]",137.68643697447254,0.1
channel_43,/home/hantianl/Documents/PIDIF/2d_geometry_specs/rand_channel_smooth/channel_43.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/rand_channel_smooth/channel_43.step,150,10,1500.0,"[0.0, 43.07228488656956, 180.57725679973316, 403.05171757825644, 620.8321338632933, 705.1499871892936, 846.040851372275, 907.9127047874823, 975.5510920792495, 1061.333995427743, 1500.0]","[-6.119014112699228, -3.8624208873516856, -2.854351067203986, 7.800449152321047, 8.170589630237043, -8.79559417457905, 13.24616570214297, -11.380339876689408, 11.88366247270891, -11.988130630505722, -7.063805665460667]",137.76197177460153,0.1
