case,geometry_spec,target_geometry_file,L_mm,AR,channel_length_mm,x_points_mm,deltas_mm,inlet_height_mm,Uin_mps
channel_213,/home/hantianl/Documents/PIDIF/2d_geometry_specs/channel_water_ablation/channel_213.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/channel_water_ablation/channel_213.step,0.2,5,1.0,"[0.0, 0.06376250142476772, 0.1591422328181394, 0.41042312254683766, 0.5702513079213922, 1.0]","[0.0, -0.0017417464186184808, -0.0012954029396513114, -0.00030444188724192047, -0.0031052864091571436, 0.0]",0.2,1.0
channel_214,/home/hantianl/Documents/PIDIF/2d_geometry_specs/channel_water_ablation/channel_214.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/channel_water_ablation/channel_214.step,0.2,5,1.0,"[0.0, 0.12662674969367732, 0.24773034778673853, 0.509167621523093, 0.6239816867800072, 1.0]","[0.0, 0.0033267819605783747, 0.0020026510200224917, -0.0018763335861795897, 0.003322598013952011, 0.0]",0.2,1.0
channel_215,/home/hantianl/Documents/PIDIF/2d_geometry_specs/channel_water_ablation/channel_215.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/channel_water_ablation/channel_215.step,0.2,5,1.0,"[0.0, 0.37408491007111455, 0.6908670127752272, 0.7999488712093674, 0.9191166561209082, 1.0]","[0.0, -0.0030009179752489173, -0.004926377302489945, 0.0028692437750213844, 0.0016485085659203218, 0.0]",0.2,1.0
channel_216,/home/hantianl/Documents/PIDIF/2d_geometry_specs/channel_water_ablation/channel_216.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/channel_water_ablation/channel_216.step,0.2,5,1.0,"[0.0, 0.6105744768855952, 0.7310449636839321, 0.8116044455833565, 0.9084020956647012, 1.0]","[0.0, -0.0038546992646402664, 0.001684029617904717, -0.00028903793856867484, 0.0006523610648118882, 0.0]",0.2,1.0
channel_217,/home/hantianl/Documents/PIDIF/2d_geometry_specs/channel_water_ablation/channel_217.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/channel_water_ablation/channel_217.step,0.2,5,1.0,"[0.0, 0.4370961623492575, 0.6346413901406629, 0.7976516218093868, 0.9156884596973986, 1.0]","[0.0, -0.004691821654320607, -0.0006328261076763769, -0.0028541532718047084, -0.000914713562753639, 0.0]",0.2,1.0
channel_218,/home/hantianl/Documents/PIDIF/2d_geometry_specs/channel_water_ablation/channel_218.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/channel_water_ablation/channel_218.step,0.2,5,1.0,"[0.0, 0.31554075648753266, 0.40065832111755484, 0.4474178579362882, 0.6130717137567225, 1.0]","[0.0, 0.001619165147268951, 0.0005703215234127831, 0.0028389820910641357, 0.0016431354032738757, 0.0]",0.2,1.0
channel_219,/home/hantianl/Documents/PIDIF/2d_geometry_specs/channel_water_ablation/channel_219.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/channel_water_ablation/channel_219.step,0.2,5,1.0,"[0.0, 0.3530284084498826, 0.5387309562897015, 0.7331740818488837, 0.9007366787049491, 1.0]","[0.0, 0.002223593505964503, -0.0003812276974861266, -0.0033872822096639825, 1.044775103363569e-05, 0.0]",0.2,1.0
channel_220,/home/hantianl/Documents/PIDIF/2d_geometry_specs/channel_water_ablation/channel_220.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/channel_water_ablation/channel_220.step,0.2,5,1.0,"[0.0, 0.2917890321164075, 0.40908351947639976, 0.46728314142788707, 0.8320194922699229, 1.0]","[0.0, 0.0029970153463066236, -0.001759457158783553, -0.0040158074654947935, 0.0017428652396102532, 0.0]",0.2,1.0
channel_221,/home/hantianl/Documents/PIDIF/2d_geometry_specs/channel_water_ablation/channel_221.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/channel_water_ablation/channel_221.step,0.2,5,1.0,"[0.0, 0.045160600004012, 0.48841936350319015, 0.5450397054467507, 0.8287976485023347, 1.0]","[0.0, 0.0016366442519454528, 0.0017712169049259744, 0.002071087302713285, -0.0008367996384001678, 0.0]",0.2,1.0
channel_222,/home/hantianl/Documents/PIDIF/2d_geometry_specs/channel_water_ablation/channel_222.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/channel_water_ablation/channel_222.step,0.2,5,1.0,"[0.0, 0.18936110152190522, 0.4309432549640729, 0.8991806201429298, 0.9405203431902034, 1.0]","[0.0, 0.0013951470237189966, 0.002247915932829826, 0.004018781719730322, -0.0028776667783339416, 0.0]",0.2,1.0
channel_223,/home/hantianl/Documents/PIDIF/2d_geometry_specs/channel_water_ablation/channel_223.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/channel_water_ablation/channel_223.step,0.2,5,1.0,"[0.0, 0.053646705398351605, 0.8457671618799625, 0.8895087315650619, 0.9484323768654317, 1.0]","[0.0, -0.004131273924339263, 0.002608451682900327, 0.0025361982740540927, 0.003530514610962783, 0.0]",0.2,1.0
channel_224,/home/hantianl/Documents/PIDIF/2d_geometry_specs/channel_water_ablation/channel_224.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/channel_water_ablation/channel_224.step,0.2,5,1.0,"[0.0, 0.4018209679787519, 0.61607371643529, 0.7254814904537955, 0.8712008374691872, 1.0]","[0.0, 0.004256394045133993, -0.001884906788242853, -0.00046222829268991687, 0.001534601102715737, 0.0]",0.2,1.0
channel_225,/home/hantianl/Documents/PIDIF/2d_geometry_specs/channel_water_ablation/channel_225.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/channel_water_ablation/channel_225.step,0.2,5,1.0,"[0.0, 0.18405477877462745, 0.8284431063373241, 0.8693184290143876, 0.9584105032286239, 1.0]","[0.0, -0.004754224805614382, 0.0011930495981777936, 0.0030126217877925613, 0.0010128845716636525, 0.0]",0.2,1.0
channel_226,/home/hantianl/Documents/PIDIF/2d_geometry_specs/channel_water_ablation/channel_226.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/channel_water_ablation/channel_226.step,0.2,5,1.0,"[0.0, 0.24255961062723794, 0.41029761850246377, 0.6788013107328952, 0.7323352797196798, 1.0]","[0.0, -0.00467149354545307, 0.0011593893346248576, -0.0026246122118934448, 0.0009753977461540294, 0.0]",0.2,1.0
channel_227,/home/hantianl/Documents/PIDIF/2d_geometry_specs/channel_water_ablation/channel_227.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/channel_water_ablation/channel_227.step,0.2,5,1.0,"[0.0, 0.15502472400820547, 0.38015993901254186, 0.5797108749179177, 0.6559178113453628, 1.0]","[0.0, -0.0009859411780871307, 0.0025544944860042794, -0.0015759572980730586, -0.0014890826508404944, 0.0]",0.2,1.0
channel_228,/home/hantianl/Documents/PIDIF/2d_geometry_specs/channel_water_ablation/channel_228.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/channel_water_ablation/channel_228.step,0.2,5,1.0,"[0.0, 0.4686879145464121, 0.7608691800739568, 0.832326764443557, 0.9099800050304702, 1.0]","[0.0, 0.002178327386791937, -0.002002191103451898, -0.0036429418555727457, 0.00021591073327462476, 0.0]",0.2,1.0
channel_229,/home/hantianl/Documents/PIDIF/2d_geometry_specs/channel_water_ablation/channel_229.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/channel_water_ablation/channel_229.step,0.2,5,1.0,"[0.0, 0.1824962125319327, 0.5211395725881485, 0.6572917776291992, 0.8600291233477013, 1.0]","[0.0, -0.0009082871347788112, 0.0033392717545470416, -0.0030654932882074673, 0.003984209295927406, 0.0]",0.2,1.0
channel_230,/home/hantianl/Documents/PIDIF/2d_geometry_specs/channel_water_ablation/channel_230.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/channel_water_ablation/channel_230.step,0.2,5,1.0,"[0.0, 0.20239915429486444, 0.43198734488733764, 0.6386123568315771, 0.7449300653153218, 1.0]","[0.0, -0.0032684226174624765, -0.004795105581156351, 0.002547392030740436, 0.001370874874352627, 0.0]",0.2,1.0
channel_231,/home/hantianl/Documents/PIDIF/2d_geometry_specs/channel_water_ablation/channel_231.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/channel_water_ablation/channel_231.step,0.2,5,1.0,"[0.0, 0.36075382221339547, 0.5287919664122213, 0.6858327128967447, 0.8707592974014228, 1.0]","[0.0, 0.004079227771535147, 0.0026948648619916403, 0.0013399927127218762, 0.00033917807137696585, 0.0]",0.2,1.0
channel_232,/home/hantianl/Documents/PIDIF/2d_geometry_specs/channel_water_ablation/channel_232.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/channel_water_ablation/channel_232.step,0.2,5,1.0,"[0.0, 0.07839402665628051, 0.14204020693303254, 0.7338892031439038, 0.8012749223470801, 1.0]","[0.0, 0.0033621017616569772, 0.004026849356658276, -0.0020903388932984714, 0.004478859856729284, 0.0]",0.2,1.0
channel_233,/home/hantianl/Documents/PIDIF/2d_geometry_specs/channel_water_ablation/channel_233.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/channel_water_ablation/channel_233.step,0.2,5,1.0,"[0.0, 0.14366184770083462, 0.3175868400557411, 0.6975945624739948, 0.9210847256251872, 1.0]","[0.0, 0.002266566700083482, 0.002803164815403547, 0.0007214433836698897, 0.0029635240960409056, 0.0]",0.2,1.0
channel_234,/home/hantianl/Documents/PIDIF/2d_geometry_specs/channel_water_ablation/channel_234.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/channel_water_ablation/channel_234.step,0.2,5,1.0,"[0.0, 0.25054317888199856, 0.36431448625955354, 0.5201616141584142, 0.588886949688925, 1.0]","[0.0, 0.003231276525908864, -0.0041257099635887175, -0.0037065094742166583, 0.0035535141066303988, 0.0]",0.2,1.0
channel_235,/home/hantianl/Documents/PIDIF/2d_geometry_specs/channel_water_ablation/channel_235.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/channel_water_ablation/channel_235.step,0.2,5,1.0,"[0.0, 0.2752792626962439, 0.647814079409238, 0.6971786579557041, 0.8955639537165977, 1.0]","[0.0, 0.0013240854695142313, 0.00170473381702934, -0.0007078841578132241, 0.004461549984212411, 0.0]",0.2,1.0
channel_236,/home/hantianl/Documents/PIDIF/2d_geometry_specs/channel_water_ablation/channel_236.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/channel_water_ablation/channel_236.step,0.2,5,1.0,"[0.0, 0.15907341668073804, 0.5329521932748638, 0.8312856115655393, 0.8830631518107162, 1.0]","[0.0, -0.00313657566453458, 0.0006056821216074938, 0.0017917988000775865, 0.004960904496991113, 0.0]",0.2,1.0
channel_237,/home/hantianl/Documents/PIDIF/2d_geometry_specs/channel_water_ablation/channel_237.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/channel_water_ablation/channel_237.step,0.2,5,1.0,"[0.0, 0.2571439075043792, 0.42487375647353076, 0.5337351810253987, 0.854838581783274, 1.0]","[0.0, 0.0026518454440023487, -0.004499322863301834, -0.0010191905188159977, -0.0028513603083798844, 0.0]",0.2,1.0
channel_238,/home/hantianl/Documents/PIDIF/2d_geometry_specs/channel_water_ablation/channel_238.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/channel_water_ablation/channel_238.step,0.2,5,1.0,"[0.0, 0.45628634025344394, 0.6904882554077065, 0.7745029251126516, 0.9127232429220778, 1.0]","[0.0, -0.0011441666514886784, -0.003831548955948774, 0.004586170701202035, -0.004773852453420274, 0.0]",0.2,1.0
channel_239,/home/hantianl/Documents/PIDIF/2d_geometry_specs/channel_water_ablation/channel_239.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/channel_water_ablation/channel_239.step,0.2,5,1.0,"[0.0, 0.24034671100017396, 0.43374249788078567, 0.7396579256584336, 0.8233875196327644, 1.0]","[0.0, -0.0013805131801702896, 0.0023594770889779583, -0.0006672957371963795, 0.004542383074782923, 0.0]",0.2,1.0
channel_240,/home/hantianl/Documents/PIDIF/2d_geometry_specs/channel_water_ablation/channel_240.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/channel_water_ablation/channel_240.step,0.2,5,1.0,"[0.0, 0.1271411650534537, 0.36045651541042556, 0.5501126367672923, 0.7574736720527392, 1.0]","[0.0, 0.0001795309916939056, 0.0038038947234997475, -0.0033133813211642694, 0.002120497781192973, 0.0]",0.2,1.0
channel_241,/home/hantianl/Documents/PIDIF/2d_geometry_specs/channel_water_ablation/channel_241.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/channel_water_ablation/channel_241.step,0.2,5,1.0,"[0.0, 0.24154745498124774, 0.2924268918647346, 0.411355670971307, 0.5559218016203702, 1.0]","[0.0, -0.0036387800842325856, -0.0029715429749970846, -0.0048610498427210285, -0.0013095407637023371, 0.0]",0.2,1.0
channel_242,/home/hantianl/Documents/PIDIF/2d_geometry_specs/channel_water_ablation/channel_242.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/channel_water_ablation/channel_242.step,0.2,5,1.0,"[0.0, 0.3404596777364701, 0.606931064925491, 0.7547800017505351, 0.8979022277138491, 1.0]","[0.0, -0.0005141017620573654, 0.0023134280334149125, 0.001400440990198831, 0.0019619986332798283, 0.0]",0.2,1.0
channel_243,/home/hantianl/Documents/PIDIF/2d_geometry_specs/channel_water_ablation/channel_243.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/channel_water_ablation/channel_243.step,0.2,5,1.0,"[0.0, 0.2807900726165346, 0.34772832681092525, 0.533941331532826, 0.5931899437855764, 1.0]","[0.0, 0.0036336050918189594, -0.0009293307467053199, -0.002496871528053094, -0.002462500440834199, 0.0]",0.2,1.0
channel_244,/home/hantianl/Documents/PIDIF/2d_geometry_specs/channel_water_ablation/channel_244.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/channel_water_ablation/channel_244.step,0.2,5,1.0,"[0.0, 0.04514200801147274, 0.343334379131231, 0.4955849654267851, 0.7400664999487847, 1.0]","[0.0, 0.001994300874090452, 0.002419304264109098, -0.004466057098923302, -0.0028220674616532037, 0.0]",0.2,1.0
channel_245,/home/hantianl/Documents/PIDIF/2d_geometry_specs/channel_water_ablation/channel_245.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/channel_water_ablation/channel_245.step,0.2,5,1.0,"[0.0, 0.41556737267119426, 0.6960803266944804, 0.8339814288721753, 0.8745700534785288, 1.0]","[0.0, 0.004443019983819684, -0.0012946380056760918, -0.003154347127682958, -0.0017563598331375506, 0.0]",0.2,1.0
channel_246,/home/hantianl/Documents/PIDIF/2d_geometry_specs/channel_water_ablation/channel_246.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/channel_water_ablation/channel_246.step,0.2,5,1.0,"[0.0, 0.14708479972213656, 0.3901153671404364, 0.5418216779198404, 0.8364671385615605, 1.0]","[0.0, -0.0007598584706389779, -0.00046882171292279666, -0.003093417452151818, -0.0006435414331116994, 0.0]",0.2,1.0
channel_247,/home/hantianl/Documents/PIDIF/2d_geometry_specs/channel_water_ablation/channel_247.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/channel_water_ablation/channel_247.step,0.2,5,1.0,"[0.0, 0.22105716338718503, 0.5083666820386776, 0.6164246958614962, 0.6993836286486411, 1.0]","[0.0, -0.002704204932728739, -0.004649028547784209, 0.0037558821981203304, 0.0010800915405449144, 0.0]",0.2,1.0
channel_248,/home/hantianl/Documents/PIDIF/2d_geometry_specs/channel_water_ablation/channel_248.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/channel_water_ablation/channel_248.step,0.2,5,1.0,"[0.0, 0.062086949602889276, 0.11964210662148353, 0.3292061598797942, 0.44727548408901024, 1.0]","[0.0, 0.004742732543589715, -0.0005439311541800117, -0.003619888967115379, -0.0020623690604697677, 0.0]",0.2,1.0
channel_249,/home/hantianl/Documents/PIDIF/2d_geometry_specs/channel_water_ablation/channel_249.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/channel_water_ablation/channel_249.step,0.2,5,1.0,"[0.0, 0.22623837646977613, 0.3306951331730158, 0.5551881733134736, 0.6098828063712374, 1.0]","[0.0, 0.004976872000332747, 0.00437779421950476, 0.001478695969664514, -0.003233023010909396, 0.0]",0.2,1.0
channel_250,/home/hantianl/Documents/PIDIF/2d_geometry_specs/channel_water_ablation/channel_250.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/channel_water_ablation/channel_250.step,0.2,5,1.0,"[0.0, 0.0959982715486063, 0.20777662852562592, 0.30917875935548833, 0.539905203336511, 1.0]","[0.0, 0.002993052691876931, 0.004776081458406282, -0.0023907338004402813, 0.0011717145584203273, 0.0]",0.2,1.0
channel_251,/home/hantianl/Documents/PIDIF/2d_geometry_specs/channel_water_ablation/channel_251.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/channel_water_ablation/channel_251.step,0.2,5,1.0,"[0.0, 0.1769233724966344, 0.4078860696704249, 0.6484061406339143, 0.8785037142113045, 1.0]","[0.0, 0.0006870545855775087, -0.00467767883576149, -0.0040007624521438325, 0.0008183974847883798, 0.0]",0.2,1.0
channel_252,/home/hantianl/Documents/PIDIF/2d_geometry_specs/channel_water_ablation/channel_252.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/channel_water_ablation/channel_252.step,0.2,5,1.0,"[0.0, 0.23446447180642171, 0.28428045041031835, 0.43350630150659275, 0.7750386485369397, 1.0]","[0.0, 0.003417293387691718, -0.004906867248800831, -0.0007007543457646813, -0.004201875060077949, 0.0]",0.2,1.0
channel_253,/home/hantianl/Documents/PIDIF/2d_geometry_specs/channel_water_ablation/channel_253.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/channel_water_ablation/channel_253.step,0.2,5,1.0,"[0.0, 0.2698303956617438, 0.41285732944959364, 0.5084122052574785, 0.6687663070095953, 1.0]","[0.0, -0.0023969110040391196, -0.004559862461734788, -0.00375228961303933, 0.004829904865008697, 0.0]",0.2,1.0
channel_254,/home/hantianl/Documents/PIDIF/2d_geometry_specs/channel_water_ablation/channel_254.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/channel_water_ablation/channel_254.step,0.2,5,1.0,"[0.0, 0.10063452431113587, 0.3125575497065819, 0.47006154039786585, 0.5845685674011324, 1.0]","[0.0, 0.0034695684089864403, 0.0006736856657562082, 0.0015612764416905464, -0.00012489266454091246, 0.0]",0.2,1.0
channel_255,/home/hantianl/Documents/PIDIF/2d_geometry_specs/channel_water_ablation/channel_255.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/channel_water_ablation/channel_255.step,0.2,5,1.0,"[0.0, 0.1118285197428375, 0.5313885041589859, 0.5805234360071326, 0.8056527994982424, 1.0]","[0.0, -0.004510916867138979, -0.0003553281607848102, -0.004681432900050867, 0.00475142421636614, 0.0]",0.2,1.0
channel_256,/home/hantianl/Documents/PIDIF/2d_geometry_specs/channel_water_ablation/channel_256.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/channel_water_ablation/channel_256.step,0.2,5,1.0,"[0.0, 0.1570403952971457, 0.2386162609923369, 0.28805216573010584, 0.6681173082147276, 1.0]","[0.0, 0.0006490136482492524, 0.0014971131180502532, 0.0007022584717641537, 0.0025901192187732444, 0.0]",0.2,1.0
channel_257,/home/hantianl/Documents/PIDIF/2d_geometry_specs/channel_water_ablation/channel_257.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/channel_water_ablation/channel_257.step,0.2,5,1.0,"[0.0, 0.11283137566371597, 0.15377100105141522, 0.7292175355191877, 0.8389932683908587, 1.0]","[0.0, -0.00024020104920276057, -0.004440864832716617, -0.004573210201788032, 0.0037842209758469194, 0.0]",0.2,1.0
channel_258,/home/hantianl/Documents/PIDIF/2d_geometry_specs/channel_water_ablation/channel_258.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/channel_water_ablation/channel_258.step,0.2,5,1.0,"[0.0, 0.4511949289275232, 0.7311552939750157, 0.7789061928274033, 0.8555572146458459, 1.0]","[0.0, -0.003994696076896758, 0.0007450073482405924, 0.0029520650379152554, 0.004004602221885189, 0.0]",0.2,1.0
channel_259,/home/hantianl/Documents/PIDIF/2d_geometry_specs/channel_water_ablation/channel_259.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/channel_water_ablation/channel_259.step,0.2,5,1.0,"[0.0, 0.29980487669899514, 0.46048358694232755, 0.8434892907587894, 0.9207906447839855, 1.0]","[0.0, 0.0022641658389317455, 0.000663737644504574, 0.001249954082053301, -0.0019374061455521285, 0.0]",0.2,1.0
channel_260,/home/hantianl/Documents/PIDIF/2d_geometry_specs/channel_water_ablation/channel_260.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/channel_water_ablation/channel_260.step,0.125,8,1.0,"[0.0, 0.12800504521865047, 0.23230223072198997, 0.26179716644538487, 0.3733049301732504, 0.5454968313823035, 0.7871417732764802, 0.8593498548646319, 1.0]","[0.0, -0.003950258569669168, -0.0047503796165013915, -0.0014587518146043144, -0.001002610227273746, -0.002742749259562407, 0.0011427674562580073, -0.0017221811733199501, 0.0]",0.125,1.0
channel_261,/home/hantianl/Documents/PIDIF/2d_geometry_specs/channel_water_ablation/channel_261.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/channel_water_ablation/channel_261.step,0.125,8,1.0,"[0.0, 0.049907659694042955, 0.1848151570319013, 0.3299204715404726, 0.41980130422328304, 0.46173860179635484, 0.5084697649946639, 0.6370807140215186, 1.0]","[0.0, -0.0024396393216539413, -0.0024350194689474114, -0.0043094555128575796, 0.004212118133940404, 0.0019459476796030162, 7.338390593338105e-05, 0.004101217753224712, 0.0]",0.125,1.0
channel_262,/home/hantianl/Documents/PIDIF/2d_geometry_specs/channel_water_ablation/channel_262.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/channel_water_ablation/channel_262.step,0.125,8,1.0,"[0.0, 0.047059993920493245, 0.30147666450487104, 0.40147524609214313, 0.6397842330433071, 0.6915764055900306, 0.7397635593872118, 0.8176052776436249, 1.0]","[0.0, -0.0008833640342694061, 8.766011512194392e-05, -0.00486619312576514, -0.0018625712060113086, -0.0037508234137061027, -0.001110012605933769, 0.002513790432710699, 0.0]",0.125,1.0
channel_263,/home/hantianl/Documents/PIDIF/2d_geometry_specs/channel_water_ablation/channel_263.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/channel_water_ablation/channel_263.step,0.125,8,1.0,"[0.0, 0.10181667547924542, 0.37785524283912075, 0.41234190205891524, 0.5178082109531217, 0.5442588387293679, 0.5794298172109745, 0.9708016897706062, 1.0]","[0.0, 0.004952091302129375, -0.004804944785726504, -0.002342044149122101, 0.0020269263033525107, -0.0014405460979836837, -0.004347419287184576, -0.00016152675786059844, 0.0]",0.125,1.0
