case,geometry_spec,target_geometry_file,L_mm,AR,channel_length_mm,x_points_mm,deltas_mm,inlet_height_mm,Uin_mps
channel_10,/home/hantianl/Documents/PIDIF/2d_geometry_specs/rand_channel_small/channel_10.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/rand_channel_small/channel_10.step,0.1,10,1.0,"[0.0, 0.04896374006541397, 0.2420393284370973, 0.33818523029038355, 0.5306865000208456, 0.5863958501745861, 0.6395764329386404, 0.6847805732337661, 0.808868111452973, 0.8936427454850514, 1.0]","[0.0016286421276358242, 0.0045562325704697, -0.00213553773117945, 0.004248084293120272, -0.004751405086137438, 0.0005519804232682465, 0.001339751116810851, -0.003941025962492468, -0.0035966040293608746, -0.000808856806836962, 0.0046623191214318176]",0.10325728425527164,0.1
channel_11,/home/hantianl/Documents/PIDIF/2d_geometry_specs/rand_channel_small/channel_11.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/rand_channel_small/channel_11.step,0.1,10,1.0,"[0.0, 0.040634568477547456, 0.15137638618869528, 0.35934801295702545, 0.4045976796719276, 0.6970070138773552, 0.7208306951759181, 0.7431848831446805, 0.8807714561836353, 0.9416311045999521, 1.0]","[0.0003076959059905345, 0.0010601582070001092, 0.003677389537760112, 0.0010310715733872567, -0.000874284307263197, -0.0012581595659281733, -0.0007411791362649011, 0.001519310255799742, 0.0036749063175232494, -0.0004610311792370026, -0.0025216043704864195]",0.10061539181198106,0.1
channel_12,/home/hantianl/Documents/PIDIF/2d_geometry_specs/rand_channel_small/channel_12.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/rand_channel_small/channel_12.step,0.1,10,1.0,"[0.0, 0.18299869948115421, 0.28456217915519916, 0.5765861527174898, 0.6316574937896686, 0.6610240402258191, 0.7383729840981882, 0.7696008560368767, 0.864458834159335, 0.9619825535582609, 1.0]","[0.004209704724874502, -0.003344682772647219, -0.0021527991766206447, -0.003463866048079414, -0.0038450993633464513, -0.004788519836635601, -0.0044460459083574, -0.0032535852906414734, -0.004466180673728247, 0.000911438161109712, 0.001807145267995064]",0.10841940944974901,0.1
channel_13,/home/hantianl/Documents/PIDIF/2d_geometry_specs/rand_channel_small/channel_13.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/rand_channel_small/channel_13.step,0.1,10,1.0,"[0.0, 0.10720237758027851, 0.23660266979274747, 0.2792411155995425, 0.6685240798782297, 0.7573465602892866, 0.786836295524365, 0.8204390176663028, 0.9029273402957787, 0.9389155147058047, 1.0]","[-0.0008373757429680773, -0.004507458800724061, -0.0012638586154042845, 0.00023752948717637237, -0.003983280970962841, 0.003334585537885598, -0.004480381335348958, 0.004248418690180621, -0.004008868584201246, 0.003435749515977528, 0.004026531439276171]",0.09832524851406385,0.1
channel_14,/home/hantianl/Documents/PIDIF/2d_geometry_specs/rand_channel_small/channel_14.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/rand_channel_small/channel_14.step,0.1,10,1.0,"[0.0, 0.1597390449960691, 0.37689662657607803, 0.4823546805223037, 0.6092053204580072, 0.6970439032277361, 0.7289520522861099, 0.8210462227422872, 0.8513675622724849, 0.9325460504697854, 1.0]","[-0.0011491050389964654, 0.0013956327123711013, -0.0023353668249915397, -0.003602315890460432, -0.00022122725976254226, -0.0008311063140511504, -0.0026743005947112634, -0.0013248818988487203, -0.001336075501737526, -0.0017250443558745458, -0.0012053592027307107]",0.09770178992200707,0.1
channel_15,/home/hantianl/Documents/PIDIF/2d_geometry_specs/rand_channel_small/channel_15.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/rand_channel_small/channel_15.step,0.1,10,1.0,"[0.0, 0.06468291819889026, 0.11431508226945197, 0.22120373685365396, 0.2714602907968936, 0.36282373457175887, 0.4304986170858978, 0.49520696520849433, 0.7292042644692267, 0.9089508785620368, 1.0]","[0.0003272227606574019, 0.0013291762926762075, -0.0021184438581753834, 0.002348931623102908, -0.0029759540687428173, 0.0019479812881849825, 0.003607190683258942, -0.003678971626984561, 0.0011437974054191984, -0.004049042517700655, 0.0022571562827142693]",0.1006544455213148,0.1
channel_16,/home/hantianl/Documents/PIDIF/2d_geometry_specs/rand_channel_small/channel_16.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/rand_channel_small/channel_16.step,0.1,10,1.0,"[0.0, 0.025799229186780084, 0.14973220150325472, 0.18186094854486654, 0.5059938905399549, 0.5647151506967076, 0.6633709953596296, 0.7489722479177393, 0.8138428529153656, 0.9304326135150773, 1.0]","[0.0009007589535830916, -0.004049508024355989, 0.0011616570002412133, -0.0032870869590721124, 0.0006495061147244185, 0.0007243051403384975, -0.0003401484701877266, 0.0002263177551312277, 0.00263923390006588, 0.0029924471651206676, -7.846784424570853e-05]",0.10180151790716618,0.1
channel_17,/home/hantianl/Documents/PIDIF/2d_geometry_specs/rand_channel_small/channel_17.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/rand_channel_small/channel_17.step,0.1,10,1.0,"[0.0, 0.1586917226036323, 0.23790804946602556, 0.26804059249227713, 0.335955094401556, 0.3818566701938911, 0.5755713544795993, 0.6157369464471488, 0.7479804709721436, 0.9682073703985282, 1.0]","[0.003983665473615358, 0.002625321470706524, -0.002294650590898243, -0.0013580798222794601, -0.0018556001979573716, -0.0034238835137500043, -0.0035221662745780844, 0.004361274633757441, -0.0006209596280124675, -0.001166801772225902, 0.0022968570867737794]",0.10796733094723071,0.1
channel_18,/home/hantianl/Documents/PIDIF/2d_geometry_specs/rand_channel_small/channel_18.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/rand_channel_small/channel_18.step,0.1,10,1.0,"[0.0, 0.10546330967874001, 0.4019078153972111, 0.5597069293634348, 0.6106127143136352, 0.6727189089247475, 0.762373063168439, 0.8301113000130931, 0.8707159864338248, 0.9111352467362352, 1.0]","[0.0013707388399120763, -0.003780783216648875, 0.0008825799996922071, 0.0018609636510544883, -0.004876973141113973, -0.0004568203815825348, 0.003253995111963212, -0.0020464097465591018, -0.0004145191820144889, -0.0005768587293210684, -0.0019807260855750847]",0.10274147767982417,0.1
channel_19,/home/hantianl/Documents/PIDIF/2d_geometry_specs/rand_channel_small/channel_19.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/rand_channel_small/channel_19.step,0.1,10,1.0,"[0.0, 0.06480520236129796, 0.1909759556501086, 0.24572793772833357, 0.3220864163029517, 0.5283237222459873, 0.5506301212703072, 0.8037977858312301, 0.8265729216714506, 0.972249426946143, 1.0]","[-0.0025917194195885303, -0.0035697812483336507, 0.0027676794069221864, -0.0030179577278710216, 0.004106382271308854, 0.0015626903932749016, -0.004638372895053039, -0.004945701658712997, -0.004483420829856011, 0.0010592517764772772, 0.0030148181085941535]",0.09481656116082293,0.1
channel_20,/home/hantianl/Documents/PIDIF/2d_geometry_specs/rand_channel_small/channel_20.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/rand_channel_small/channel_20.step,0.1,10,1.0,"[0.0, 0.04290018647133651, 0.1530096127772067, 0.1784175670972868, 0.2990849535215929, 0.447265298528461, 0.6102003036779063, 0.7753139953577205, 0.9014024940282098, 0.9268692529579317, 1.0]","[-0.0037507632069435698, 4.5309901929865316e-05, 0.002451881283288446, 0.0013001184457639868, 0.00351131099761935, -0.003447870075589092, 0.002346210919351616, -0.0030695850913109593, -0.002292412486821998, 0.0020990469728130396, 0.004802047848986819]",0.09249847358611288,0.1
channel_21,/home/hantianl/Documents/PIDIF/2d_geometry_specs/rand_channel_small/channel_21.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/rand_channel_small/channel_21.step,0.1,10,1.0,"[0.0, 0.05926306001052618, 0.08706910675244185, 0.22108024236652685, 0.25156709106032316, 0.6245705194762398, 0.6990002996304646, 0.7483375321649056, 0.7848139097156225, 0.865077152112095, 1.0]","[-0.00041439357541510173, 0.0028408094834140793, 0.0013640834210777684, 0.0007241314995863734, -0.0035486974533495037, 0.0044602445355809515, -0.001986573674852821, 0.0007801721580754217, 0.001997759445890661, 0.0014923315524530889, 0.004405944096955185]",0.0991712128491698,0.1
channel_22,/home/hantianl/Documents/PIDIF/2d_geometry_specs/rand_channel_small/channel_22.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/rand_channel_small/channel_22.step,0.1,10,1.0,"[0.0, 0.031126297059422207, 0.4488678366303827, 0.5366105750036199, 0.5957630072124369, 0.6249298559917181, 0.6487762328474436, 0.6731783842468666, 0.750757163554397, 0.8258934227815578, 1.0]","[0.0013462911741826305, -0.0008818910341442977, -0.0009121689057130294, -0.002823714733030381, 0.0008830624840900827, -0.0018295908868276216, -0.004639401657226364, -0.0008159995584313962, -0.00025867324909829674, -0.0027440713179578908, 0.0007245793312211568]",0.10269258234836526,0.1
channel_23,/home/hantianl/Documents/PIDIF/2d_geometry_specs/rand_channel_small/channel_23.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/rand_channel_small/channel_23.step,0.1,10,1.0,"[0.0, 0.02508417320343828, 0.174025973629264, 0.326007363351959, 0.3552418725598731, 0.38262817278588346, 0.6708940325964132, 0.717783614984251, 0.7981731984980311, 0.8708643927370286, 1.0]","[0.00012739244606758265, 0.0023670568848222035, 0.0038640288672370775, 0.004210571972951917, 3.63292518309917e-05, 0.0002027511474056911, 0.002998704107638365, -0.001855493082557988, 0.0033738236234506867, -5.8583534825765345e-05, -0.003841432756647317]",0.10025478489213516,0.1
channel_24,/home/hantianl/Documents/PIDIF/2d_geometry_specs/rand_channel_small/channel_24.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/rand_channel_small/channel_24.step,0.1,10,1.0,"[0.0, 0.022370887503074515, 0.2306861542306917, 0.26223197099481116, 0.30592616860589966, 0.43616330051753105, 0.5012488964597461, 0.5951277685243866, 0.6906750137670237, 0.7135919427533755, 1.0]","[0.003565480235745582, -0.0012773842680845185, -0.003463871009393653, 0.0010084040794508089, -0.0038032744413510574, -0.001350806389217475, 0.0045842918090097245, 0.004954644725836373, 0.0027210489135458564, -0.0018903849007923385, 0.0018766504916609252]",0.10713096047149118,0.1
channel_25,/home/hantianl/Documents/PIDIF/2d_geometry_specs/rand_channel_small/channel_25.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/rand_channel_small/channel_25.step,0.1,10,1.0,"[0.0, 0.1686413415693382, 0.3220860182188158, 0.5716311414391553, 0.5935316252188964, 0.6620675276045342, 0.7113912924847945, 0.7741179899119561, 0.8490104370279551, 0.9024807076499126, 1.0]","[0.004903216643262726, -0.0035840411143122537, -0.0005175438674564891, -0.001074272841580801, -0.004199507163538151, 0.0025533017279474454, -0.0006622097267740702, -0.0003067306580959873, -0.003493270261867599, -0.003190733477691319, 0.004071036221562151]",0.10980643328652545,0.1
channel_26,/home/hantianl/Documents/PIDIF/2d_geometry_specs/rand_channel_small/channel_26.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/rand_channel_small/channel_26.step,0.1,10,1.0,"[0.0, 0.023836955811137626, 0.08974900237037925, 0.1862823088526035, 0.23024268688957988, 0.3982484333712655, 0.5225184387363949, 0.5577942526016222, 0.6258387521360905, 0.9157660263482965, 1.0]","[0.001491490501342744, 0.0017020325535135501, 0.0026290301903952908, -0.004418915182785528, -0.0013339161506738762, 0.0003952743526167866, -0.0016154351670267402, 0.0034447887328718663, -0.0001742749141270608, 0.0026862758945937924, 0.003520155168811691]",0.10298298100268549,0.1
channel_27,/home/hantianl/Documents/PIDIF/2d_geometry_specs/rand_channel_small/channel_27.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/rand_channel_small/channel_27.step,0.1,10,1.0,"[0.0, 0.17872519902753314, 0.39933289699361063, 0.49175386666714205, 0.6197764419251348, 0.6683619784408491, 0.6963657712817125, 0.7630714452411514, 0.9268114080542746, 0.955690916417844, 1.0]","[-0.0016114436439039507, -0.003083969903373002, -0.004751768682014276, 0.0042746045850402675, -0.0005179267174312855, -0.0019246492757921388, 0.0009847719155773663, -0.004926855437069845, -0.002219778933991862, 0.002030334656988926, 0.0013376977306926302]",0.09677711271219211,0.1
channel_28,/home/hantianl/Documents/PIDIF/2d_geometry_specs/rand_channel_small/channel_28.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/rand_channel_small/channel_28.step,0.1,10,1.0,"[0.0, 0.09539495871401263, 0.14969188816347256, 0.24365826261523305, 0.2995548425524247, 0.3714674120435316, 0.48907815405697197, 0.7320707257293793, 0.7793897832607285, 0.9743111154713071, 1.0]","[0.0023241350299378774, -0.000599113004726314, 0.0005310380241127519, 0.0015410240948235676, 0.004698151167055695, 0.004845780814316247, -0.002117717545120948, 0.002337534974379162, 0.002499835379352687, -0.0015350713868695124, -0.0037613022513577907]",0.10464827005987576,0.1
channel_29,/home/hantianl/Documents/PIDIF/2d_geometry_specs/rand_channel_small/channel_29.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/rand_channel_small/channel_29.step,0.1,10,1.0,"[0.0, 0.021151715387826883, 0.226790509338273, 0.29601169217622925, 0.446417588393674, 0.6574906423409397, 0.7506896991493349, 0.793330613573885, 0.8432959994433062, 0.8680053191392094, 1.0]","[0.0030205978698572434, 0.004247016672198888, 0.003225830906174317, -0.0046302927279882585, -0.0012729765869326582, -0.004513015276861488, -0.003907177088854421, 0.0017530562866748412, 0.0021325819631169826, 0.0027372068275162637, 0.0036545654805566295]",0.10604119573971449,0.1
channel_30,/home/hantianl/Documents/PIDIF/2d_geometry_specs/rand_channel_small/channel_30.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/rand_channel_small/channel_30.step,0.1,10,1.0,"[0.0, 0.07806708016427105, 0.1955609297230577, 0.21589089420808436, 0.2602869517434649, 0.3986267355635026, 0.41994589370950414, 0.5505475652463228, 0.675311724768705, 0.7055818310656589, 1.0]","[0.0039563488138369685, 0.0017161280885585875, -0.0026234163663940275, 0.0035278112963191277, -0.0015196857659048571, 0.003533446711440595, -0.002010563488810945, 0.0009032025088314905, -0.0010305993225216597, -0.0022517494924493304, 0.0038655756217186935]",0.10791269762767394,0.1
channel_31,/home/hantianl/Documents/PIDIF/2d_geometry_specs/rand_channel_small/channel_31.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/rand_channel_small/channel_31.step,0.1,10,1.0,"[0.0, 0.1070154116384104, 0.1281618346719398, 0.1510962670854791, 0.221224972389413, 0.36456154995311285, 0.46101515230574475, 0.4974303485914329, 0.6503115395715606, 0.9464012766328698, 1.0]","[0.004152987602855549, -3.083403869650562e-05, -0.0036563308668693855, -0.0013462153680086656, -0.0043283333115223315, -0.002980209623112185, -0.0048233121900008785, -0.00046720083499836567, 0.0013454026495179723, -0.001567075376210923, -0.0007961822849472293]",0.10830597520571111,0.1
channel_32,/home/hantianl/Documents/PIDIF/2d_geometry_specs/rand_channel_small/channel_32.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/rand_channel_small/channel_32.step,0.1,10,1.0,"[0.0, 0.11927011963600885, 0.17230770444405347, 0.28370510738177857, 0.37790795556234336, 0.47211278740848195, 0.5153525692878729, 0.5898983106763542, 0.7952862869373823, 0.9020069220950104, 1.0]","[0.0009074479416376615, 0.0015343920900949522, -0.0020061670848517447, -0.0025862793837333714, -0.001775076528313348, -0.003445584359165776, 0.0037431436529080757, -0.0021675306674988595, 0.0006148939441438465, 0.0029197442514137407, 0.0028382410937571358]",0.10181489588327533,0.1
channel_33,/home/hantianl/Documents/PIDIF/2d_geometry_specs/rand_channel_small/channel_33.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/rand_channel_small/channel_33.step,0.1,10,1.0,"[0.0, 0.028068997070910755, 0.10826022139716929, 0.16376080880588667, 0.41838187283379097, 0.5949917968202303, 0.6478976142997602, 0.6970888243033754, 0.7225817380215619, 0.818223377214227, 1.0]","[0.0001273206430011135, -0.0006702750713223279, -0.004641572485818369, 0.0045977452232922045, -0.003969973158698413, -0.0045892090669515315, -0.0025393338849506158, -0.004344695660816177, -0.0004488215758823768, 0.0001608780125711244, -0.0018743005097141613]",0.10025464128600223,0.1
channel_34,/home/hantianl/Documents/PIDIF/2d_geometry_specs/rand_channel_small/channel_34.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/rand_channel_small/channel_34.step,0.1,10,1.0,"[0.0, 0.033611726771509094, 0.14550727342822847, 0.2150746614258451, 0.2599066339786506, 0.6242082737918478, 0.7425436973105417, 0.782582898742349, 0.9197276016417896, 0.9797741507976684, 1.0]","[-0.0038792962900130253, 0.003627645637408781, -0.00498766937488092, 8.167355812875067e-05, -0.00010497993492791877, -0.001669058389893622, -0.0006867297985355039, 0.0028058113752658436, 0.0034120370621495647, -0.0023965145658475, -0.0017750955903227022]",0.09224140741997394,0.1
channel_35,/home/hantianl/Documents/PIDIF/2d_geometry_specs/rand_channel_small/channel_35.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/rand_channel_small/channel_35.step,0.1,10,1.0,"[0.0, 0.06804113877637391, 0.26441790680921917, 0.32875913601730883, 0.4042000807548236, 0.6429605466686361, 0.6933541709652316, 0.7167839543445941, 0.8965689500876819, 0.9691307151244988, 1.0]","[-0.0045262597999451825, -0.0036179462836146933, 0.004188231935306829, -0.004907402181788767, -0.0031167802518864826, -0.004687164870983555, -0.003893705324377968, 0.001201492866282963, -0.002583610912609143, 0.0006921205043067683, 0.000901953827661262]",0.09094748040010964,0.1
channel_36,/home/hantianl/Documents/PIDIF/2d_geometry_specs/rand_channel_small/channel_36.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/rand_channel_small/channel_36.step,0.1,10,1.0,"[0.0, 0.23900983934918207, 0.25943924909898214, 0.28892745086434185, 0.34111062665234876, 0.3641747683192127, 0.5645204695262123, 0.7316292436072873, 0.7815978062590264, 0.889169723276789, 1.0]","[0.0010342445433332154, 0.004846495336176437, -0.0013846392136080067, 0.0031315934582011283, -0.001816008821715404, 0.002992135222414911, 0.0010073391886264247, -0.002836443047745986, -0.0008597390621076367, -0.0018236436563643836, -0.004218916069196362]",0.10206848908666644,0.1
channel_37,/home/hantianl/Documents/PIDIF/2d_geometry_specs/rand_channel_small/channel_37.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/rand_channel_small/channel_37.step,0.1,10,1.0,"[0.0, 0.020639254659999724, 0.05931068590093353, 0.08040992217077547, 0.11545752300027701, 0.3342506706354011, 0.5029405547879032, 0.6674741744502516, 0.7115446292230302, 0.910909183735986, 1.0]","[-0.0037397365825337352, -0.0035628133854446594, 0.0019309542692970156, -0.00327056063557922, 7.292701582043305e-05, 0.004917744759287109, -0.004959923952666606, -0.004834201981024432, 0.004930845819305066, 0.0008463883413416555, -0.0037309002448148694]",0.09252052683493253,0.1
channel_38,/home/hantianl/Documents/PIDIF/2d_geometry_specs/rand_channel_small/channel_38.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/rand_channel_small/channel_38.step,0.1,10,1.0,"[0.0, 0.27120838834948907, 0.43483264637452435, 0.5621518525756803, 0.6221118405966442, 0.6582031490174561, 0.6854517683194035, 0.8394204131174596, 0.8692322888919082, 0.9083127310401955, 1.0]","[-0.004818394560856361, 0.0009571377468572742, -0.002687194603131478, 0.003738884979038015, -0.0024633549343817157, 0.0011077013323541832, 0.0005354084008961152, -0.0010383349994075109, 0.001776207635997941, 0.002257696347154339, 0.0006693779531938681]",0.09036321087828728,0.1
channel_39,/home/hantianl/Documents/PIDIF/2d_geometry_specs/rand_channel_small/channel_39.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/rand_channel_small/channel_39.step,0.1,10,1.0,"[0.0, 0.10331902134445613, 0.22401097486744664, 0.3569577683716877, 0.4937858720473371, 0.5151663549131007, 0.6179747238530044, 0.7068349100510893, 0.8720344468517179, 0.9009121353802888, 1.0]","[-0.0010499275995944357, 0.0018258159820922042, -0.003506258436318493, 0.004615496295410327, -0.0032155823817816916, -0.003004580071005097, 0.0035898286055771386, 0.004125827441419313, -0.0028785259247669863, -0.00030199111825172063, 0.002334949045628299]",0.09790014480081113,0.1
channel_40,/home/hantianl/Documents/PIDIF/2d_geometry_specs/rand_channel_small/channel_40.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/rand_channel_small/channel_40.step,0.1,10,1.0,"[0.0, 0.1405133594969755, 0.16612777278821086, 0.27378783317661304, 0.4641503902699099, 0.5376945594762356, 0.6716149478453288, 0.7170018337277035, 0.7486742941430726, 0.9374375177419784, 1.0]","[0.002980974358183331, -0.0040013752283927055, -0.0029560263291857087, 0.00243600365107652, -0.004768599054180537, 0.004792246337072797, -0.0012285531964431932, 0.0021931253369082363, 0.0038757108848804338, -0.0010537011184991773, -0.0018086751140033402]",0.10596194871636666,0.1
